Gene ID	Contig	Strand	Start	End	GeneType	description	GO-labels	protein domains	KOGid
Bathy17g00590	bathy_chrom_17	-	123599	125197	mRNA	predicted protein	NA	NA	NA
Bathy17g00600	bathy_chrom_17	-	125794	127377	mRNA	predicted protein	NA	IPR013122: Polycystin cation channel, PKD1/PKD2; PTHR12127: FAMILY NOT NAMED	NA
Bathy17g00610	bathy_chrom_17	-	127734	128198	mRNA	unknown protein	NA	IPR001041: Ferredoxin; IPR012675: Beta-grasp fold, ferredoxin-type; PTHR23426: FAMILY NOT NAMED	NA
Bathy17g00620	bathy_chrom_17	+	128271	129506	mRNA	predicted protein	NA	IPR020848: AP endonuclease, family 1, conserved site; G3DSA:3.60.10.10: no description; IPR005135: Endonuclease/exonuclease/phosphatase; IPR004808: Exodeoxyribonuclease III xth	NA
Bathy17g00630	bathy_chrom_17	-	129648	131072	mRNA	unknown protein	NA	NA	NA
Bathy17g00640	bathy_chrom_17	-	131213	132124	mRNA	PREDICTED: similar to predicted protein	NA	IPR020683: Ankyrin repeat-containing domain	NA
Bathy17g00650	bathy_chrom_17	-	132364	133911	mRNA	predicted protein	GO:0020037	IPR005804: Fatty acid desaturase, type 1; IPR001199: Cytochrome b5; PTHR19353: FAMILY NOT NAMED	NA
Bathy17g00660	bathy_chrom_17	-	134388	139475	mRNA	hypothetical protein	NA	NA	NA
Bathy17g00670	bathy_chrom_17	-	139875	140801	mRNA	unknown protein	NA	NA	NA
Bathy17g00680	bathy_chrom_17	+	141457	142674	mRNA	Ycf48-like protein	NA	IPR002860: BNR repeat; IPR016705: Photosystem II HCF136, stability/assembly factor; G3DSA:2.130.10.140: no description; SSF110296: Oligoxyloglucan reducing end-specific cellobiohydrolase	NA
Bathy17g00690	bathy_chrom_17	-	143031	144801	mRNA	predicted protein	GO:0016747	IPR007130: Diacylglycerol acyltransferase	NA
Bathy17g00700	bathy_chrom_17	+	145339	146220	mRNA	predicted protein	GO:0016021	IPR018499: Tetraspanin	NA
Bathy17g00710	bathy_chrom_17	-	146315	148879	mRNA	predicted protein	NA	IPR017441: Protein kinase, ATP binding site; G3DSA:3.30.200.20: no description; IPR002290: Serine/threonine-protein kinase domain; IPR017442: Serine/threonine-protein kinase-like domain; IPR008271: Serine/threonine-protein kinase, active site; IPR011009: Protein kinase-like domain; PTHR22974: FAMILY NOT NAMED; IPR000719: Protein kinase, catalytic domain; G3DSA:1.10.510.10: no description; IPR020635: Tyrosine-protein kinase, catalytic domain	NA
Bathy17g00720	bathy_chrom_17	-	149239	150201	mRNA	PREDICTED: similar to predicted protein	GO:0005515	PTHR24153: FAMILY NOT NAMED; IPR020683: Ankyrin repeat-containing domain; IPR002110: Ankyrin repeat	NA
Bathy17g00730	bathy_chrom_17	+	150464	151875	mRNA	predicted protein	GO:0006457	G3DSA:3.10.50.40: no description; SSF54534: FKBP-like; IPR023566: Peptidyl-prolyl cis-trans isomerase, FKBP-type; IPR001179: Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	NA
Bathy17g00740	bathy_chrom_17	+	152475	153446	mRNA	PREDICTED: similar to Zinc finger protein 271 (Zinc finger protein 7) (HZF7) (Zinc finger protein ZNFphex133) (Epstein-Barr virus-induced zinc finger protein) (ZNF-EB) (CT-ZFP48) (Zinc finger protein 	GO:0003676	IPR015880: Zinc finger, C2H2-like; PTHR24377: FAMILY NOT NAMED; IPR007087: Zinc finger, C2H2-type; IPR013087: Zinc finger, C2H2-type/integrase, DNA-binding; SSF57667: C2H2 and C2HC zinc fingers	NA
Bathy17g00750	bathy_chrom_17	+	153728	154945	mRNA	nucleosome assembly protein	GO:0005634;GO:0006334	IPR002164: Nucleosome assembly protein (NAP)	NA
Bathy17g00760	bathy_chrom_17	-	155018	160873	mRNA	unknown protein	NA	IPR003613: U box domain; IPR013083: Zinc finger, RING/FYVE/PHD-type; PTHR13931: FAMILY NOT NAMED	NA
Bathy17g00770	bathy_chrom_17	+	161093	161965	mRNA	PREDICTED: similar to predicted protein	NA	IPR020683: Ankyrin repeat-containing domain	NA
Bathy17g00780	bathy_chrom_17	+	162060	164219	mRNA	unknown protein	NA	NA	NA
Bathy17g00790	bathy_chrom_17	+	164573	169189	mRNA	predicted protein	NA	G3DSA:3.40.50.300: no description; PTHR10887: DNA2/NAM7 HELICASE FAMILY	NA
Bathy17g00800	bathy_chrom_17	-	169249	172040	mRNA	hypothetical protein	NA	IPR000595: Cyclic nucleotide-binding domain; PTHR24356: FAMILY NOT NAMED; IPR002373: cAMP/cGMP-dependent protein kinase; G3DSA:3.30.200.20: no description; IPR002290: Serine/threonine-protein kinase domain; IPR017442: Serine/threonine-protein kinase-like domain; IPR008271: Serine/threonine-protein kinase, active site; IPR011009: Protein kinase-like domain; IPR000961: AGC-kinase, C-terminal; IPR018488: Cyclic nucleotide-binding, conserved site; IPR000719: Protein kinase, catalytic domain; G3DSA:1.10.510.10: no description; IPR020635: Tyrosine-protein kinase, catalytic domain; IPR014710: RmlC-like jelly roll fold	NA
Bathy17g00810	bathy_chrom_17	-	172349	173287	mRNA	PREDICTED: similar to predicted protein	NA	IPR020683: Ankyrin repeat-containing domain	NA
Bathy17g00820	bathy_chrom_17	+	173675	174744	mRNA	predicted protein	NA	IPR011991: Winged helix-turn-helix transcription repressor DNA-binding; SSF46785: "Winged helix" DNA-binding domain; IPR016027: Nucleic acid-binding, OB-fold-like; IPR014646: Replication protein A, subunit RPA32; IPR012340: Nucleic acid-binding, OB-fold; IPR014892: Replication protein A, C-terminal; PTHR13989: FAMILY NOT NAMED	NA
Bathy17g00830	bathy_chrom_17	-	174899	177193	mRNA	predicted protein	NA	IPR017441: Protein kinase, ATP binding site; G3DSA:3.30.200.20: no description; IPR002290: Serine/threonine-protein kinase domain; PTHR24361: FAMILY NOT NAMED; IPR017442: Serine/threonine-protein kinase-like domain; IPR008271: Serine/threonine-protein kinase, active site; IPR011009: Protein kinase-like domain; IPR000719: Protein kinase, catalytic domain; G3DSA:1.10.510.10: no description; IPR020635: Tyrosine-protein kinase, catalytic domain	NA
Bathy17g00840	bathy_chrom_17	-	177388	178437	mRNA	PREDICTED: similar to predicted protein	NA	IPR020683: Ankyrin repeat-containing domain	NA
Bathy17g00850	bathy_chrom_17	-	178697	179611	mRNA	predicted protein	NA	IPR020683: Ankyrin repeat-containing domain	NA
Bathy17g00860	bathy_chrom_17	+	179972	182155	mRNA	predicted protein	GO:0005509	IPR018247: EF-Hand 1, calcium-binding site; IPR018249: EF-HAND 2; IPR011992: EF-hand-like domain	NA
Bathy17g00870	bathy_chrom_17	-	182471	183517	mRNA	unknown	GO:0007264;GO:0005622;GO:0005525	G3DSA:3.40.50.300: no description; IPR002041: Ran GTPase; PTHR24071: FAMILY NOT NAMED; IPR005225: Small GTP-binding protein; IPR013753: Ras; IPR003579: Ras small GTPase, Rab type; SSF52540: P-loop containing nucleoside triphosphate hydrolases; IPR003577: Ras small GTPase, Ras type; IPR003578: Small GTPase, Rho type	NA
Bathy17g00880	bathy_chrom_17	-	183686	184504	mRNA	predicted protein	NA	IPR020683: Ankyrin repeat-containing domain	NA
Bathy17g00890	bathy_chrom_17	+	185005	187131	mRNA	predicted protein	GO:0009058	IPR011835: Glycogen/starch synthases, ADP-glucose type; IPR013534: Starch synthase, catalytic domain; SSF53756: UDP-Glycosyltransferase/glycogen phosphorylase; IPR001296: Glycosyl transferase, group 1; PTHR12526: FAMILY NOT NAMED	NA
Bathy17g00900	bathy_chrom_17	-	187314	188249	mRNA	predicted protein	GO:0016787	IPR015797: NUDIX hydrolase domain-like; PTHR12992: FAMILY NOT NAMED; IPR000086: NUDIX hydrolase domain	NA
Bathy17g00910	bathy_chrom_17	+	188785	191937	mRNA	soluble starch synthase III-1	NA	IPR011835: Glycogen/starch synthases, ADP-glucose type; SSF53756: UDP-Glycosyltransferase/glycogen phosphorylase; IPR013534: Starch synthase, catalytic domain; IPR001296: Glycosyl transferase, group 1; IPR005085: Carbohydrate binding domain, family 25; PTHR12526: FAMILY NOT NAMED	NA
Bathy17g00920	bathy_chrom_17	+	192371	193258	mRNA	predicted protein	NA	IPR018971: Protein of unknown function DUF1997	NA
Bathy17g00930	bathy_chrom_17	+	193377	194867	mRNA	predicted protein	NA	IPR019782: WD40 repeat 2; PTHR22847: FAMILY NOT NAMED; IPR017986: WD40-repeat-containing domain; IPR001680: WD40 repeat; IPR015943: WD40/YVTN repeat-like-containing domain; IPR019781: WD40 repeat, subgroup	NA
Bathy17g00940	bathy_chrom_17	+	195149	198004	mRNA	predicted protein	GO:0005524;GO:0004386;GO:0003676	G3DSA:3.40.50.300: no description; IPR011545: DNA/RNA helicase, DEAD/DEAH box type, N-terminal; IPR014014: RNA helicase, DEAD-box type, Q motif; IPR014001: DEAD-like helicase; SSF52540: P-loop containing nucleoside triphosphate hydrolases; IPR001650: Helicase, C-terminal; PTHR24031: FAMILY NOT NAMED	NA
Bathy17g00950	bathy_chrom_17	+	198265	198624	mRNA	unknown protein	NA	NA	NA
Bathy17g00960	bathy_chrom_17	-	198728	199187	mRNA	prefoldin subunit 4	GO:0006457;GO:0051087	PTHR21100: FAMILY NOT NAMED; IPR002777: Prefoldin beta-like; G3DSA:1.10.287.370: no description; IPR016661: Prefoldin, subunit 4	NA
Bathy17g00970	bathy_chrom_17	-	199527	201281	mRNA	aldehyde dehydrogenase	GO:0008152;GO:0016491	IPR016161: Aldehyde/histidinol dehydrogenase; IPR015590: Aldehyde dehydrogenase domain; IPR016162: Aldehyde dehydrogenase, N-terminal; IPR016160: Aldehyde dehydrogenase, conserved site; PTHR11699: FAMILY NOT NAMED; IPR016163: Aldehyde dehydrogenase, C-terminal	NA
Bathy17g00980	bathy_chrom_17	+	201947	203008	mRNA	proline dehydrogenase	NA	G3DSA:3.20.20.220: no description; IPR002872: Proline dehydrogenase; IPR015659: Proline oxidase	NA
Bathy17g00990	bathy_chrom_17	-	203261	206410	mRNA	unknown protein	NA	NA	NA
Bathy17g01000	bathy_chrom_17	-	206834	207811	mRNA	PREDICTED: similar to predicted protein	NA	PTHR24153: FAMILY NOT NAMED; IPR020683: Ankyrin repeat-containing domain	NA
Bathy17g01010	bathy_chrom_17	-	208075	209277	mRNA	predicted protein	NA	IPR008507: Protein of unknown function DUF789	NA
Bathy17g01020	bathy_chrom_17	-	209559	210980	mRNA	DUF563 domain protein	NA	NA	NA
Bathy17g01030	bathy_chrom_17	+	211582	211914	mRNA	unknown protein	NA	NA	NA
Bathy17g01040	bathy_chrom_17	-	212101	215973	mRNA	abnormal spindle-like microcephaly-associated protein	GO:0005515	IPR003323: Ovarian tumour, otubain; SSF54001: Cysteine proteinases; SSF52540: P-loop containing nucleoside triphosphate hydrolases; PTHR12419: FAMILY NOT NAMED; IPR003903: Ubiquitin interacting motif; IPR000048: IQ motif, EF-hand binding site	NA
Bathy17g01050	bathy_chrom_17	-	216297	221941	mRNA	predicted protein	NA	IPR003612: Plant lipid transfer protein/seed storage/trypsin-alpha amylase inhibitor	NA
Bathy17g01060	bathy_chrom_17	+	222026	222883	mRNA	unknown protein	NA	NA	NA
Bathy17g01070	bathy_chrom_17	-	222995	226596	mRNA	predicted protein	NA	PR01217: PRICHEXTENSN	NA
Bathy17g01080	bathy_chrom_17	+	227076	228230	mRNA	predicted protein	GO:0005515	IPR020683: Ankyrin repeat-containing domain; PTHR24119: FAMILY NOT NAMED; IPR000582: Acyl-CoA-binding protein, ACBP; PR01415: ANKYRIN; IPR002110: Ankyrin repeat; IPR014352: FERM/acyl-CoA-binding protein, 3-helical bundle	NA
Bathy17g01090	bathy_chrom_17	-	228317	230311	mRNA	predicted protein	NA	IPR004147: ABC-1; PTHR10566: CHAPERONE-ACTIVITY OF BC1 COMPLEX (CABC1)-RELATED; IPR000719: Protein kinase, catalytic domain; G3DSA:3.90.1200.10: no description; IPR002575: Aminoglycoside phosphotransferase; IPR011009: Protein kinase-like domain	NA
Bathy17g01100	bathy_chrom_17	-	230422	231210	mRNA	PREDICTED: similar to Zinc finger protein 271 (Zinc finger protein 7) (HZF7) (Zinc finger protein ZNFphex133) (Epstein-Barr virus-induced zinc finger protein) (ZNF-EB) (CT-ZFP48) (Zinc finger protein 	GO:0003676	IPR015880: Zinc finger, C2H2-like; PTHR24377: FAMILY NOT NAMED; IPR007087: Zinc finger, C2H2-type; IPR013087: Zinc finger, C2H2-type/integrase, DNA-binding; SSF57667: C2H2 and C2HC zinc fingers	NA
Bathy17g01110	bathy_chrom_17	+	231428	232885	mRNA	predicted protein	GO:0004806;GO:0006629	IPR002921: Lipase, class 3; PTHR21493: FAMILY NOT NAMED; G3DSA:3.40.50.1820: no description	NA
Bathy17g01120	bathy_chrom_17	-	232999	234096	mRNA	unknown protein	NA	NA	NA
Bathy17g01130	bathy_chrom_17	-	234301	236256	mRNA	ferredoxin--NADP(+) reductase	GO:0008152;GO:0003824;GO:0005488	PTHR11938: FAMILY NOT NAMED; IPR013027: FAD-dependent pyridine nucleotide-disulphide oxidoreductase; IPR016040: NAD(P)-binding domain; G3DSA:3.50.50.60: no description; SSF51971: Nucleotide-binding domain; SSF51905: FAD/NAD(P)-binding domain	NA
Bathy17g01140	bathy_chrom_17	+	236663	237925	mRNA	unknown protein	NA	PS51257: PROKAR_LIPOPROTEIN	NA
Bathy17g01150	bathy_chrom_17	-	238176	239183	mRNA	hypothetical protein MICPUN_101026	NA	IPR009009: Barwin-related endoglucanase; IPR014733: Barwin-like endoglucanase; IPR007112: Expansin/pollen allergen, DPBB domain	NA
Bathy17g01160	bathy_chrom_17	-	239601	240770	mRNA	predicted protein	NA	PF06027: DUF914	NA
Bathy17g01170	bathy_chrom_17	+	241162	241965	mRNA	PREDICTED: similar to Zinc finger protein 271 (Zinc finger protein 7) (HZF7) (Zinc finger protein ZNFphex133) (Epstein-Barr virus-induced zinc finger protein) (ZNF-EB) (CT-ZFP48) (Zinc finger protein 	GO:0003676	IPR015880: Zinc finger, C2H2-like; PTHR24377: FAMILY NOT NAMED; IPR007087: Zinc finger, C2H2-type; IPR013087: Zinc finger, C2H2-type/integrase, DNA-binding; SSF57667: C2H2 and C2HC zinc fingers	NA
Bathy17g01180	bathy_chrom_17	+	242182	244713	mRNA	predicted protein	GO:0005524;GO:0004386;GO:0003676	G3DSA:3.40.50.300: no description; IPR011545: DNA/RNA helicase, DEAD/DEAH box type, N-terminal; IPR014014: RNA helicase, DEAD-box type, Q motif; IPR000629: RNA helicase, ATP-dependent, DEAD-box, conserved site; IPR014001: DEAD-like helicase; SSF52540: P-loop containing nucleoside triphosphate hydrolases; IPR001650: Helicase, C-terminal; PTHR24031: FAMILY NOT NAMED	NA
Bathy17g01190	bathy_chrom_17	+	245414	246580	mRNA	predicted protein	NA	NA	NA
Bathy17g01200	bathy_chrom_17	-	246712	248193	mRNA	DNA primase small subunit	GO:0006269;GO:0003896	G3DSA:3.90.920.10: no description; IPR002755: DNA primase, small subunit; IPR014052: DNA primase, small subunit, eukaryotic/archaeal; SSF56747: Prim-pol domain	NA
Bathy17g01210	bathy_chrom_17	+	248643	250520	mRNA	predicted protein	GO:0008152;GO:0016779	G3DSA:3.90.550.10: no description; IPR002618: UTP--glucose-1-phosphate uridylyltransferase	NA
Bathy17g01220	bathy_chrom_17	+	250681	252765	mRNA	unknown protein	GO:0016998	IPR018392: Peptidoglycan-binding lysin domain; G3DSA:3.10.350.10: no description; PTHR21666: FAMILY NOT NAMED; SSF54106: LysM domain; IPR002482: Peptidoglycan-binding Lysin subgroup	NA
Bathy17g01230	bathy_chrom_17	+	253000	254169	mRNA	predicted protein	GO:0016758;GO:0031227	G3DSA:3.90.550.10: no description; IPR015338: EXTL2, alpha-1,4-N-acetylhexosaminyltransferase; PTHR11062: FAMILY NOT NAMED	NA
Bathy17g01240	bathy_chrom_17	-	254386	256161	mRNA	hypothetical protein	NA	IPR010554: Protein of unknown function DUF1126; IPR006602: Uncharacterised protein domain DM10; PTHR12086: FAMILY NOT NAMED	NA
Bathy17g01250	bathy_chrom_17	+	256660	256956	mRNA	unknown protein	NA	IPR008590: Protein of unknown function DUF872, transmembrane	NA
Bathy17g01260	bathy_chrom_17	-	257117	258370	mRNA	predicted protein	NA	NA	NA
Bathy17g01270	bathy_chrom_17	-	258665	260347	mRNA	predicted protein	NA	IPR017441: Protein kinase, ATP binding site; IPR000719: Protein kinase, catalytic domain; IPR002290: Serine/threonine-protein kinase domain; G3DSA:3.30.200.20: no description; G3DSA:1.10.510.10: no description; IPR020635: Tyrosine-protein kinase, catalytic domain; PTHR24361: FAMILY NOT NAMED; IPR017442: Serine/threonine-protein kinase-like domain; IPR011009: Protein kinase-like domain	NA
Bathy17g01280	bathy_chrom_17	+	260771	261829	mRNA	predicted protein	NA	NA	NA
Bathy17g01290	bathy_chrom_17	-	262111	263415	mRNA	unknown protein	NA	NA	NA
Bathy17g01300	bathy_chrom_17	-	263673	263903	mRNA	unknown protein	NA	NA	NA
Bathy17g01310	bathy_chrom_17	+	263999	265318	mRNA	predicted protein	GO:0003723	IPR020103: Pseudouridine synthase, catalytic domain; IPR006145: Pseudouridine synthase, RsuA and RluB/C/D/E/F; IPR002942: RNA-binding S4; PTHR10436: RNA PSEUDOURIDYLATE SYNTHASE FAMILY PROTEIN	NA
Bathy17g01320	bathy_chrom_17	-	265382	265951	mRNA	unknown protein	NA	NA	NA
Bathy17g01330	bathy_chrom_17	-	266626	269046	mRNA	predicted protein	NA	PTHR24349: FAMILY NOT NAMED; IPR017441: Protein kinase, ATP binding site; IPR000719: Protein kinase, catalytic domain; G3DSA:3.30.200.20: no description; IPR002290: Serine/threonine-protein kinase domain; G3DSA:1.10.510.10: no description; IPR020635: Tyrosine-protein kinase, catalytic domain; IPR017442: Serine/threonine-protein kinase-like domain; IPR008271: Serine/threonine-protein kinase, active site; IPR011009: Protein kinase-like domain	NA
Bathy17g01340	bathy_chrom_17	-	269452	270312	mRNA	unknown protein	NA	NA	NA
Bathy17g01350	bathy_chrom_17	+	270566	271510	mRNA	PREDICTED: similar to predicted protein	NA	IPR020683: Ankyrin repeat-containing domain	NA
Bathy17g01360	bathy_chrom_17	+	271618	272601	mRNA	unknown protein	GO:0000172;GO:0003723;GO:0030677;GO:0006379;GO:0006364;GO:0004540;GO:0008033	IPR023534: Rof/RNase P-like; IPR002730: Ribonuclease P/MRP, subunit p29; PTHR13348: FAMILY NOT NAMED	NA
Bathy17g01370	bathy_chrom_17	-	272666	273922	mRNA	predicted protein	GO:0008643;GO:0016021;GO:0005351;GO:0000139	IPR007271: Nucleotide-sugar transporter	NA
Bathy17g01380	bathy_chrom_17	+	274013	275509	mRNA	predicted protein	NA	NA	NA
Bathy17g01390	bathy_chrom_17	-	275603	277345	mRNA	hypothetical protein CHLNCDRAFT_51550	GO:0008152;GO:0008168	G3DSA:3.40.50.150: no description; IPR013216: Methyltransferase type 11; PTHR10108: FAMILY NOT NAMED	NA
Bathy17g01400	bathy_chrom_17	+	277705	279558	mRNA	unknown protein	GO:0015774;GO:0000271	IPR007833: Capsule polysaccharide biosynthesis	NA
Bathy17g01410	bathy_chrom_17	+	279743	281530	mRNA	unknown protein	NA	NA	NA
Bathy17g01420	bathy_chrom_17	-	281934	283169	mRNA	unknown protein	NA	NA	NA
Bathy17g01430	bathy_chrom_17	-	283472	284776	mRNA	acyl-CoA dehydrogenase	GO:0016627;GO:0055114	IPR006092: Acyl-CoA dehydrogenase, N-terminal; IPR006090: Acyl-CoA oxidase/dehydrogenase, type 1; IPR013786: Acyl-CoA dehydrogenase/oxidase, N-terminal; IPR006091: Acyl-CoA oxidase/dehydrogenase, central domain; IPR009075: Acyl-CoA dehydrogenase/oxidase C-terminal; PTHR10909: FAMILY NOT NAMED	NA
Bathy17g01440	bathy_chrom_17	-	285060	288620	mRNA	predicted protein	NA	IPR004263: Exostosin-like; IPR013032: EGF-like region, conserved site; PTHR11062: FAMILY NOT NAMED	NA
Bathy17g01450	bathy_chrom_17	-	288766	291468	mRNA	predicted protein	NA	IPR005069: Nucleotide-diphospho-sugar transferase, predicted	NA
Bathy17g01460	bathy_chrom_17	+	291682	293316	mRNA	unknown protein	NA	NA	NA
Bathy17g01470	bathy_chrom_17	+	293837	294109	mRNA	unknown protein	NA	IPR005046: Protein of unknown function DUF285, lipoprotein predicted	NA
Bathy17g01480	bathy_chrom_17	-	295662	302342	mRNA	predicted protein	NA	IPR013519: Integrin alpha beta-propellor	NA
Bathy17g01490	bathy_chrom_17	+	302742	303932	mRNA	unknown protein	NA	NA	NA
Bathy17g01500	bathy_chrom_17	+	304274	305656	mRNA	unknown protein	NA	IPR013893: Ribonuclease P, Rpp40	NA
Bathy17g01510	bathy_chrom_17	-	305813	308656	mRNA	Sigma factor sigB regulation protein rsbU	GO:0005515	PTHR24423: FAMILY NOT NAMED; IPR001789: Signal transduction response regulator, receiver domain; IPR010402: CCT domain; G3DSA:3.40.50.2300: no description	NA
Bathy17g01520	bathy_chrom_17	-	308899	311292	mRNA	predicted protein	NA	IPR001678: Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p; IPR023270: RNA (C5-cytosine) methyltransferase, NCL1; IPR023267: RNA (C5-cytosine) methyltransferase; PTHR22808: FAMILY NOT NAMED; G3DSA:3.40.50.150: no description	NA
Bathy17g01530	bathy_chrom_17	-	311504	313219	mRNA	MGC82995 protein (ISS)	GO:0016020;GO:0006810;GO:0005337	IPR002259: Delayed-early response protein/equilibrative nucleoside transporter	NA
Bathy17g01540	bathy_chrom_17	-	313803	325835	mRNA	predicted protein	NA	IPR018247: EF-Hand 1, calcium-binding site; IPR018249: EF-HAND 2; IPR011889: Bacterial surface protein 26-residue repeat; SSF47473: EF-hand; IPR005046: Protein of unknown function DUF285, lipoprotein predicted	NA
Bathy17g01550	bathy_chrom_17	-	325892	326698	mRNA	predicted protein	NA	IPR003609: Apple-like; IPR011889: Bacterial surface protein 26-residue repeat; IPR005046: Protein of unknown function DUF285, lipoprotein predicted	NA
Bathy17g01560	bathy_chrom_17	+	328606	330282	mRNA	unnamed protein product	NA	NA	NA
Bathy17g01570	bathy_chrom_17	-	330358	331661	mRNA	Lysyl hydroxylase (ISS)	NA	NA	NA
