Gene ID	description
Bathy23g00190	RarD protein
Bathy23g00200	polyphosphate kinase 2
Bathy23g00210	conserved hypothetical protein
Bathy23g00220	acriflavin resistance protein
Bathy23g00230	RND family efflux transporter MFP subunit
Bathy23g00240	DNA-dependent helicase II
Bathy23g00250	hypothetical protein glr2389
Bathy23g00260	tyrosine recombinase XerC
Bathy23g00280	diaminopimelate epimerase
Bathy23g00290	diaminopimelate decarboxylase
Bathy23g00300	diaminopimelate decarboxylase
Bathy23g00310	conserved hypothetical protein
Bathy23g00320	membrane-associated phospholipid phosphatase
Bathy23g00330	ribonuclease activity regulator protein RraA
Bathy23g00340	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
Bathy23g00350	unknown protein
Bathy23g00360	putative lipoprotein
Bathy23g00370	major facilitator transporter
Bathy23g00380	unknown protein
Bathy23g00390	cysteinyl-tRNA synthetase
Bathy23g00400	protein of unknown function DUF306 Meta and HslJ
Bathy23g00410	hypothetical protein L8106_25030
Bathy23g00420	conserved hypothetical protein
Bathy23g00430	unknown protein
Bathy23g00440	2OG-Fe(II) oxygenase
Bathy25g00010	beta-ketoadipyl CoA thiolase
Bathy25g00020	3-oxoacid CoA-transferase, A subunit
Bathy25g00030	IclR family transcriptional regulator
Bathy25g00040	gluconolactonase
Bathy25g00050	NAD-dependent aldehyde dehydrogenase
Bathy25g00060	dihydroxy-acid dehydratase
Bathy25g00070	dihydroxy-acid dehydratase
Bathy25g00080	transcriptional regulator, LacI family protein
Bathy25g00090	zinc ABC transporter, periplasmic zinc-binding protein
Bathy25g00100	homoserine dehydrogenase
Bathy25g00110	conserved hypothetical protein
Bathy25g00120	SirA family protein
Bathy25g00130	methylated-DNA--protein-cysteine methyltransferase
Bathy25g00140	HxlR family transcriptional regulator
Bathy25g00150	Serine-type D-Ala-D-Ala carboxypeptidase
Bathy25g00160	unknown protein
Bathy25g00170	beta-lactamase
Bathy25g00180	methyl-accepting chemotaxis protein I
Bathy25g00190	unknown protein
Bathy25g00200	unknown protein
Bathy25g00210	unknown protein
Bathy25g00220	HhH-GPD family protein
Bathy25g00230	glutamyl-Q tRNA(Asp) synthetase
Bathy25g00240	NAD-dependent epimerase/dehydratase
Bathy25g00250	LysR family transcriptional regulator
Bathy25g00260	ATP:cob(I)alamin adenosyltransferase
Bathy25g00270	rhomboid family protein
Bathy25g00280	unknown protein
Bathy25g00290	hypothetical protein AM1_3017
Bathy25g00300	unknown protein
Bathy25g00310	ybaK/ebsC protein
Bathy25g00320	maltose O-acetyltransferase
Bathy25g00330	thiol:disulfide interchange protein
Bathy25g00340	argininosuccinate lyase
Bathy25g00350	response regulator receiver protein
Bathy25g00360	Zinc finger/thioredoxin putative
Bathy25g00370	cell division ATP-binding protein FtsE
Bathy25g00380	cell division protein
Bathy25g00390	phospholipid/glycerol acyltransferase
Bathy26g00010	hypothetical protein HCH_01996
Bathy26g00020	hypothetical protein Maqu_1682
Bathy26g00030	conserved hypothetical protein
Bathy26g00040	unknown protein
Bathy26g00050	Acylaminoacyl-peptidase
Bathy26g00060	acylaminoacyl-peptidase
Bathy26g00070	beta-Ig-H3/fasciclin
Bathy26g00080	unknown protein
Bathy26g00090	alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen
Bathy26g00100	cytochrome c biogenesis protein transmembrane region
Bathy26g00110	ABC-type amino acid transport/signal transduction system, periplasmic component/domain
Bathy26g00120	hypothetical protein GHTCC_09741
Bathy26g00130	N-acetylglucosamine-6-phosphate deacetylase
Bathy26g00140	unknown protein
Bathy26g00150	conserved hypothetical protein
Bathy26g00160	amino acid ABC transporter periplasmic protein
Bathy26g00170	DNA polymerase III, epsilon subunit
Bathy26g00180	conserved hypothetical protein
Bathy26g00190	High potential iron-sulfur protein
Bathy26g00200	amidase
Bathy26g00210	amidase
Bathy26g00220	hypothetical protein Mmc1_3518
Bathy26g00240	cation diffusion facilitator family transporter
Bathy26g00250	unknown protein
Bathy26g00260	serine/threonine protein kinase
Bathy26g00270	glutamine synthetase II
Bathy26g00280	ferredoxin--NADP reductase
Bathy26g00290	unknown protein
Bathy26g00300	HipA domain protein
Bathy26g00310	methyltransferase type 12
Bathy26g00320	methyltransferase type 12
Bathy26g00330	phosphoribosylglycinamide formyltransferase 2
Bathy26g00340	filamentation induced by cAMP protein Fic
Bathy26g00350	YicC N-terminal domain protein
Bathy26g00360	ribonuclease PH
Bathy27g00010	lytic transglycosylase catalytic
Bathy27g00020	alpha/beta hydrolase fold protein
Bathy27g00030	ATP synthase subunit E
Bathy27g00040	OmpA/MotB
Bathy27g00050	unknown protein
Bathy27g00060	HSP70 family molecular chaperone
Bathy27g00070	alanine dehydrogenase
Bathy27g00080	biotin biosynthesis protein BioC
Bathy27g00090	adenosylmethionine--8-amino-7-oxononanoate transaminase
Bathy27g00100	biotin synthase
Bathy27g00110	unknown protein
Bathy27g00120	extracellular solute-binding protein
Bathy27g00130	polar amino acid ABC transporter inner membrane subunit
Bathy27g00140	ABC transporter related
Bathy27g00150	putative aminotransferase
Bathy27g00160	unknown protein
Bathy27g00170	3-oxoacid CoA-transferase subunit B
Bathy27g00180	acetyl-CoA acetyltransferase
Bathy27g00190	glycosyl hydrolase family 88
Bathy27g00200	extracellular solute-binding protein family 1
Bathy27g00210	Sugar ABC transporter
Bathy27g00220	binding-protein-dependent transport systems inner membrane component
Bathy29g00010	LRV FeS4 cluster domain-containing protein
Bathy29g00020	thiosulfate sulfurtransferase
Bathy29g00030	nitrogen fixation protein NifX
Bathy29g00040	nitrogenase MoFe cofactor biosynthesis protein NifE
Bathy29g00050	nitrogen fixation protein NifX
Bathy29g00060	nitrogen fixation protein
Bathy29g00070	ferredoxin, 2Fe-2S
Bathy29g00080	putative NifZ protein
Bathy29g00090	iron-sulfur cluster assembly accessory protein
Bathy29g00100	cysteine desulfurase NifS
Bathy29g00110	homocitrate synthase
Bathy29g00120	ATP-dependent protease ATP-binding subunit ClpX
Bathy29g00130	unknown protein
Bathy29g00140	diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s)
Bathy29g00150	multi-sensor signal transduction histidine kinase
Bathy29g00155	unknown protein
Bathy29g00160	acetyl-CoA acetyltransferase
Bathy29g00170	50S ribosomal protein L9
Bathy29g00180	30S ribosomal protein S6
Bathy29g00190	protein of unknown function DUF985
Bathy29g00200	metallophosphoesterase
Bathy29g00210	ribosomal RNA small subunit methyltransferase C
Bathy29g00220	glycogen synthase
Bathy29g00230	2OG-Fe(II) oxygenase
Bathy29g00240	acetolactate synthase
Bathy29g00250	two-component response regulator
Bathy30g00010	ATPase involved in DNA replication initiation
Bathy30g00020	unknown protein
Bathy30g00030	cysteine desufuration protein SufE
Bathy30g00040	PAS/PAC sensor signal transduction histidine kinase
Bathy30g00050	hypothetical protein SMc00060
Bathy30g00060	unknown protein
Bathy30g00070	conserved hypothetical protein
Bathy30g00080	unknown protein
Bathy30g00090	penicillin-binding protein, 1A family
Bathy30g00100	conserved hypothetical protein
Bathy30g00110	gene transfer agent (GTA)-like protein
Bathy30g00120	ribonuclease III
Bathy30g00130	unknown protein
Bathy30g00140	two component transcriptional regulator
Bathy30g00150	hypothetical protein SL003B_2910
Bathy30g00160	cytochrome c-type biogenesis protein CcmE
Bathy30g00170	cytochrome c-type biogenesis protein CcmF
Bathy30g00180	unknown protein
Bathy30g00190	permease
Bathy30g00200	protease Do
Bathy30g00210	two component transcriptional regulator
Bathy30g00220	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase
Bathy30g00230	multi-sensor signal transduction histidine kinase
Bathy30g00240	aminopeptidase N
Bathy31g00010	unknown protein
Bathy31g00020	LysR family transcriptional regulator
Bathy31g00030	LysR family transcriptional regulator
Bathy31g00040	glutamate--cysteine ligase
Bathy31g00050	16S ribosomal RNA methyltransferase RsmE
Bathy31g00060	4-hydroxybenzoate polyprenyl transferase
Bathy31g00070	inositol monophosphatase
Bathy31g00080	unknown protein
Bathy31g00090	tetraacyldisaccharide 4'-kinase
Bathy31g00100	unknown protein
Bathy31g00110	exodeoxyribonuclease VII large subunit
Bathy31g00120	phosphoribosylamine--glycine ligase
Bathy31g00130	AMP-dependent synthetase and ligase
Bathy31g00140	enoyl-CoA hydratase
Bathy31g00150	patatin
Bathy31g00160	DNA mismatch repair protein
Bathy31g00170	chromosome segregation protein SMC
Bathy31g00180	chromosome segregation protein SMC
Bathy31g00190	methyltransferase
Bathy31g00200	RNA pseudouridylate synthase family protein
Bathy31g00210	lipoprotein signal peptidase
Bathy31g00220	isoleucyl-tRNA synthetase
Bathy32g00010	FAD dependent oxidoreductase
Bathy32g00020	conserved hypothetical protein
Bathy32g00030	5-methylaminomethyl-2-thiouridine methyltransferase
Bathy32g00040	cobaltochelatase subunit CobN
Bathy32g00050	cob(I)alamin adenosyltransferase
Bathy32g00060	acetyltransferase
Bathy32g00065	rhodanese domain protein
Bathy32g00070	AsnC family transcriptional regulator
Bathy32g00080	2-oxoacid ferredoxin oxidoreductase
Bathy32g00090	indolepyruvate ferredoxin oxidoreductase
Bathy32g00100	phenylacetate-CoA oxygenase, PaaI subunit
Bathy32g00110	phenylacetate-CoA oxygenase subunit PaaB
Bathy32g00120	phenylacetate-CoA oxygenase subunit PaaA
Bathy32g00130	thioesterase superfamily protein
Bathy32g00140	phenylacetic acid degradation operon negative regulatory protein PaaX
Bathy32g00150	bifunctional aldehyde dehydrogenase/enoyl-CoA hydratase
Bathy32g00160	enoyl-CoA hydratase
Bathy32g00170	beta-ketoadipyl CoA thiolase
Bathy32g00180	phenylacetate-CoA ligase
Bathy33g00010	FAD linked oxidase domain protein
Bathy33g00020	enoyl-(acyl carrier protein) reductase
Bathy33g00030	phosphoglycerate mutase
Bathy33g00040	chorismate synthase
Bathy33g00050	hemolysin A
Bathy33g00060	histone deacetylase superfamily protein
Bathy33g00070	Sua5/YciO/YrdC/YwlC family protein
Bathy33g00080	aminotransferase, class V
Bathy33g00090	conserved hypothetical protein
Bathy33g00100	metallo-beta-lactamase family protein
Bathy33g00110	conserved hypothetical protein
Bathy33g00120	unknown protein
Bathy33g00130	polysaccharide biosynthesis protein
Bathy33g00140	hypothetical protein CtCNB1_2638
Bathy33g00150	glycosyltransferase, RfaG
Bathy33g00160	capsular exopolysaccharide family
Bathy33g00170	sugar transferase
Bathy33g00180	integral membrane sensor signal transduction histidine kinase
Bathy34g00010	hypothetical protein PJE062_178
Bathy34g00020	MutT/Nudix
Bathy34g00030	unknown protein
Bathy34g00040	metallophosphoesterase
Bathy34g00050	Holliday junction DNA helicase RuvB
Bathy34g00060	unknown protein
Bathy34g00070	Holliday junction DNA helicase RuvA
Bathy34g00080	conserved hypothetical protein
Bathy34g00090	unknown protein
Bathy34g00100	conserved hypothetical protein
Bathy34g00110	unknown protein
Bathy34g00120	cytoplasmic sensor hybrid histidine kinase
Bathy34g00130	metallophosphoesterase
Bathy34g00140	conserved hypothetical protein
Bathy34g00150	transketolase
Bathy34g00160	phosphoglycerate kinase
Bathy34g00170	unknown protein
Bathy34g00180	conserved hypothetical protein
Bathy34g00190	glyoxalase family protein
Bathy34g00200	unknown protein
Bathy34g00210	transcriptional regulator, HxlR family
Bathy34g00220	Alcohol dehydrogenase zinc-binding domain protein
Bathy34g00230	unknown protein
Bathy34g00240	XRE family transcriptional regulator
Bathy34g00250	hypothetical protein Sros_0608
Bathy34g00260	hypothetical protein Spirs_3836
Bathy34g00270	alcohol dehydrogenase zinc-binding domain-containing protein
Bathy34g00280	fructose-1,6-bisphosphate aldolase
Bathy34g00290	Sel1 domain protein repeat-containing protein
Bathy34g00300	elongation factor P
Bathy35g00010	unknown protein
Bathy35g00020	predicted protein
Bathy35g00030	predicted protein
Bathy35g00040	tRNA-specific adenosine deaminase 1
Bathy35g00050	conserved hypothetical protein
Bathy35g00060	Sec-independent protein translocase TatC
Bathy35g00070	acetolactate synthase 3 regulatory subunit
Bathy35g00080	surface antigen (D15)
Bathy35g00090	tRNA pseudouridine synthase A
Bathy35g00100	predicted protein
Bathy36g00010	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
Bathy36g00020	chromosome partitioning protein ParA
Bathy36g00030	DNA polymerase III subunit delta
Bathy36g00040	leucyl-tRNA synthetase
Bathy36g00050	leucyl-tRNA synthetase
Bathy36g00060	alanine racemase domain protein
Bathy36g00070	alanine racemase domain protein
Bathy36g00080	two component transcriptional regulator
Bathy36g00090	exodeoxyribonuclease III
Bathy36g00100	outer membrane lipoprotein carrier protein LolA
Bathy36g00110	DNA translocase ftsK
Bathy36g00120	DNA translocase ftsK
Bathy36g00130	ammonium transporter
Bathy36g00140	2-octaprenyl-6-methoxyphenyl hydroxylase
Bathy36g00150	thioredoxin
Bathy36g00160	beta-Ig-H3/fasciclin
Bathy36g00170	beta-Ig-H3/fasciclin
Bathy36g00180	AsnC family transcriptional regulator
Bathy36g00190	arginase
Bathy36g00200	proline dehydrogenase transcriptional activator
Bathy36g00210	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
Bathy36g00220	unknown protein
Bathy37g00010	isovaleryl-CoA dehydrogenase
Bathy37g00020	methylcrotonyl-CoA carboxylase, beta subunit
Bathy37g00030	hydroxymethylglutaryl-CoA lyase
Bathy37g00040	enoyl-CoA hydratase
Bathy37g00050	unknown protein
Bathy37g00060	acetyl-CoA acetyltransferase
Bathy37g00070	enoyl-CoA hydratase
Bathy37g00080	acyl-CoA dehydrogenase
Bathy37g00090	methylmalonate-semialdehyde dehydrogenase
Bathy37g00100	LysR family transcriptional regulator
Bathy37g00110	citrate synthase
Bathy37g00120	L-carnitine dehydratase/bile acid-inducible protein F
Bathy37g00130	6-phosphogluconate dehydrogenase NAD-binding
Bathy37g00140	diguanylate cyclase
Bathy37g00150	unknown protein
Bathy38g00010	malate dehydrogenase
Bathy38g00020	AFG1-family ATPase
Bathy38g00030	Protein of unknown function DUF2059
Bathy38g00040	succinate dehydrogenase iron-sulfur subunit
Bathy38g00050	succinate dehydrogenase flavoprotein subunit
Bathy38g00060	unknown protein
Bathy38g00070	unknown protein
Bathy38g00080	conserved hypothetical protein
Bathy38g00090	3-isopropylmalate dehydrogenase
Bathy38g00100	unknown protein
Bathy38g00110	isopropylmalate isomerase small subunit
Bathy38g00120	purine nucleoside phosphorylase
Bathy38g00130	hypothetical protein Pjdr2_2171
Bathy38g00140	Predicted membrane protein
Bathy38g00150	conserved hypothetical protein
Bathy38g00160	conserved hypothetical protein
Bathy38g00170	unknown protein
Bathy38g00180	isopropylmalate isomerase large subunit
Bathy38g00190	NAD-glutamate dehydrogenase
Bathy38g00200	major facilitator transporter
Bathy39g00010	homocysteine S-methyltransferase
Bathy39g00020	beta-lactamase
Bathy39g00030	major facilitator transporter
Bathy39g00040	cell wall hydrolase SleB
Bathy39g00050	MerR family transcriptional regulator
Bathy39g00060	phosphoenolpyruvate carboxykinase
Bathy39g00070	two component transcriptional regulator
Bathy39g00080	integral membrane sensor signal transduction histidine kinase
Bathy39g00090	PTS system fructose subfamily IIA component
Bathy39g00100	conserved hypothetical protein
Bathy39g00110	S-adenosyl-L-homocysteine hydrolase
Bathy39g00120	histidine kinase
Bathy39g00130	double-strand break repair protein AddB
Bathy39g00140	40S ribosomal protein SA
Bathy39g00150	double-strand break repair helicase AddA
Bathy39g00160	thioredoxin
Bathy39g00170	FolC bifunctional protein
Bathy40g00010	permease, putative
Bathy40g00020	hypothetical protein Nham_2895
Bathy40g00030	L-serine ammonia-lyase
Bathy40g00040	conserved hypothetical protein
Bathy40g00050	flagellar biosynthesis protein FlhA
Bathy40g00060	two component, sigma54 specific, transcriptional regulator, Fis family
Bathy40g00070	flagellar motor switch protein FliN
Bathy40g00080	flagellar motor switch protein G
Bathy40g00090	flagellar motor switch protein G
Bathy40g00100	flagellar MS-ring protein
Bathy40g00110	conserved hypothetical protein
Bathy40g00120	conserved hypothetical protein
Bathy40g00130	GntR family transcriptional regulator
Bathy40g00140	protein of unknown function DUF6 transmembrane
Bathy40g00150	flagellar hook capping protein
Bathy40g00160	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
Bathy40g00170	unknown protein
Bathy40g00180	thiamine pyrophosphate protein
Bathy41g00010	cation transporter
Bathy41g00020	potassium transporter peripheral membrane component
Bathy41g00030	nitrogen regulation protein NR(I)
Bathy41g00040	signal transduction histidine kinase, nitrogen specific, NtrB
Bathy41g00050	tRNA-dihydrouridine synthase, putative
Bathy41g00060	bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase protein
