ID	type	annotation
kfl00625_0020	CDS	Toc34, chloroplast outer envelope translocon protein 
kfl00625_0030	CDS	phospholipid-translocating P-type ATPase
kfl00625_0040	CDS	hypothetical protein
kfl00625_0050	CDS	20S proteasome, regulatory subunit beta protein
kfl00625_0060	CDS	Component of the U4/U6.U5 snRNP/mitosis protein DIM1
kfl00625_0070	CDS	hypothetical protein
kfl00625_0080	CDS	hypothetical protein
kfl00626_0010	CDS	hypothetical protein
kfl00626_0020	CDS	hypothetical protein
kfl00626_0030	CDS	hypothetical protein
kfl00626_0040	CDS	PIGT; phosphatidylinositol glycan, class T
kfl00626_0050	CDS	putative MutS homolog 2
kfl00627_0010	CDS	hypothetical protein
kfl00627_0020	CDS	hypothetical protein
kfl00627_0030	CDS	hypothetical protein
kfl00627_0040	CDS	hypothetical protein
kfl00627_0050	CDS	hypothetical protein
kfl00627_0060	CDS	hypothetical protein
kfl00627_0070	CDS	hypothetical protein
kfl00628_0010p	CDS	hypothetical protein
kfl00628_0020	CDS	hypothetical protein
kfl00628_0030	CDS	hypothetical protein
kfl00628_0040	CDS	hypothetical protein
kfl00628_0050	CDS	CheY-homologous receiver domain containing protein kinase-like protein
kfl00628_0060	CDS	hypothetical protein
kfl00628_0070	CDS	hypothetical protein
kfl00628_0080	CDS	universal stress protein family protein
kfl00628_0090	CDS	hypothetical protein
kfl00628_0100	CDS	hypothetical protein
kfl00629_0010	CDS	Glutamine phosphoribosylpyrophosphate amidotransferase
kfl00629_0020	CDS	hypothetical protein
kfl00629_0030	CDS	hypothetical protein
kfl00629_0040	CDS	hypothetical protein
kfl00629_0050	CDS	hypothetical protein
kfl00629_0060	CDS	hypothetical protein
kfl00629_0070	CDS	NF-X1 zinc finger and helicase domain protein, putative
kfl00630_0010	CDS	heavy metal P-type ATPase
kfl00630_0020	CDS	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
kfl00630_0030	CDS	DEAD-box ATP-dependent RNA helicase family protein
kfl00630_0040	CDS	Mitochondrial substrate carrier family protein
kfl00630_0050	CDS	hypothetical protein
kfl00630_0060	CDS	Kinesin-like protein
kfl00630_0070	CDS	hypothetical protein
kfl00630_0080	CDS	putative Ubiquitin-conjugating enzyme E2
kfl00631_0010p	CDS	hypothetical protein
kfl00631_0020	CDS	hypothetical protein
kfl00631_0030	CDS	copper/zinc superoxide dismutase
kfl00631_0040	CDS	copper/zinc superoxide dismutase copper chaperone
kfl00631_0050	CDS	hypothetical protein
kfl00631_0060	CDS	chloroplast 30S ribosomal protein S3, precursor
kfl00631_0070	CDS	hypothetical protein
kfl00631_0080	CDS	hypothetical protein
kfl00631_0090	CDS	hypothetical protein
kfl00631_0100	CDS	hypothetical protein
kfl00631_0110	CDS	SRP68; signal recognition particle subunit SRP68
kfl00632_0010	CDS	hypothetical protein
kfl00632_0020	CDS	hypothetical protein
kfl00632_0030	CDS	chlorophyll synthase, (CHLG)
kfl00632_0040	CDS	WD40 repeat proteins
kfl00632_0050	CDS	Nucleotide/sugar transporter family, putative
kfl00632_0060	CDS	pseudouridine synthase family protein (plant only)
kfl00632_0070	CDS	Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase
kfl00632_0080	CDS	RabGAP/TBC superfamily protein
kfl00632_0090	CDS	chloroplast membrane-associated 30 kD protein, pTAC4/VIPP, PspA homolog
kfl00632_0100	CDS	sulfate transporter
kfl00632_0110	CDS	hypothetical protein
kfl00632_0120	CDS	Ribonuclease
kfl00633_0010	CDS	methionine aminopeptidase 2,Peptidase M24
kfl00633_0020	CDS	hypothetical protein
kfl00633_0030	CDS	cytosolic phosphoglucose isomerase
kfl00633_0040	CDS	hypothetical protein
kfl00633_0050	CDS	phosphate transporter
kfl00633_0060	CDS	hypothetical protein
kfl00633_0070	CDS	hypothetical protein
kfl00633_0080	CDS	hypothetical protein
kfl00634_0010	CDS	hypothetical protein
kfl00634_0020	CDS	hypothetical protein
kfl00634_0030	CDS	hypothetical protein
kfl00634_0040	CDS	glycoside hydrolase family 10
kfl00634_0050	CDS	hypothetical protein
kfl00634_0060	CDS	hypothetical virus protein
kfl00634_0070	CDS	hypothetical protein
kfl00634_0080	CDS	uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA
kfl00634_0090	CDS	hypothetical protein
kfl00634_0100	CDS	hypothetical protein
kfl00634_0110	CDS	hypothetical protein
kfl00634_0120	CDS	hypothetical protein
kfl00634_0130	CDS	hypothetical protein
kfl00634_0140	CDS	hypothetical protein
kfl00634_0150	CDS	hypothetical protein
kfl00634_0160	CDS	hypothetical protein
kfl00634_0170	CDS	hypothetical protein
kfl00634_0180	CDS	hypothetical protein
kfl00634_0190	CDS	hypothetical protein
kfl00634_0200	CDS	hypothetical protein
kfl00634_0210	CDS	hypothetical protein
kfl00635_0010p	CDS	hypothetical protein
kfl00635_0020	CDS	hypothetical protein
kfl00635_0030	CDS	hypothetical protein
kfl00635_0040	CDS	D-Tyr-tRNA(Tyr) deacylase
kfl00635_0050	CDS	MurE, UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase
kfl00636_0010	CDS	multicopper oxidase
kfl00636_0020	CDS	hypothetical protein
kfl00636_0030	CDS	hypothetical protein
kfl00636_0040	CDS	glycoside hydrolase family 28 protein
kfl00636_0050	CDS	hypothetical protein
kfl00636_0060	CDS	Putative histone H3 (Lys9) methyltransferase
kfl00637_0010	CDS	hypothetical protein
kfl00637_0020	CDS	hypothetical protein
kfl00637_0030	CDS	hypothetical protein
kfl00637_0040	CDS	hypothetical protein
kfl00637_0050	CDS	hypothetical protein
kfl00637_0060	CDS	hypothetical protein
kfl00637_0070	CDS	coatomer gamma subunit
kfl00637_0080	CDS	hypothetical protein
kfl00637_0090	CDS	hypothetical protein
kfl00637_0100	CDS	hypothetical protein
kfl00637_0110	CDS	Elongator complex protein 3
kfl00638_0010	CDS	mitochondrial ribosomal protein S9 precursor
kfl00638_0020	CDS	4-alpha-glucanotransferase
kfl00638_0030	CDS	psbW, photosystem II subunit W
kfl00638_0040	CDS	40S ribosomal protein S24
kfl00638_0050	CDS	vacuolar protein sorting 55 domain-containing protein
kfl00638_0060	CDS	Histone deacetylase complex, catalytic component RPD3
kfl00638_0070	CDS	hypothetical protein
kfl00638_0080	CDS	Rab family GTPase
kfl00638_0090	CDS	hypothetical protein
kfl00639_0010p	CDS	hypothetical protein
kfl00639_0020	CDS	hypothetical protein
kfl00639_0030	CDS	hypothetical protein
kfl00639_0040	CDS	hypothetical protein
kfl00639_0050	CDS	hypothetical protein
kfl00639_0060	CDS	hypothetical protein
kfl00639_0070	CDS	hypothetical protein
kfl00639_0080	CDS	hypothetical protein
kfl00639_0090p	CDS	hypothetical protein
kfl00640_0010	CDS	hypothetical protein
kfl00640_0020	CDS	GLYK; D-glycerate 3-kinase
kfl00640_0030	CDS	Glycinamide ribonucleotide synthetase
kfl00640_0040	CDS	hypothetical protein
kfl00640_0050	CDS	Putative protein kinase superfamily protein
kfl00640_0060	CDS	hypothetical protein
kfl00640_0070	CDS	SNAP25 homologous protein
kfl00641_0010	CDS	Glucose-6-phosphate/phosphate and phosphoenolpyruvate/phosphate antiporter
kfl00641_0020	CDS	hypothetical protein
kfl00641_0030	CDS	hypothetical protein
kfl00642_0010	CDS	hypothetical protein
kfl00642_0020	CDS	hypothetical protein
kfl00642_0030	CDS	aldo keto reductase, putative
kfl00642_0040	CDS	F-box family protein
kfl00642_0050	CDS	hypothetical protein
kfl00642_0060	CDS	Hypothetical protein
kfl00642_0070	CDS	hypothetical protein
kfl00642_0080	CDS	Hypothetical protein
kfl00642_0090	CDS	H-type lectin domain containing protein
kfl00643_0010	CDS	hypothetical protein
kfl00643_0020	CDS	hypothetical protein
kfl00643_0030	CDS	hypothetical protein
kfl00643_0040	CDS	hypothetical protein
kfl00643_0050	CDS	hypothetical protein
kfl00643_0060	CDS	Mitochondrial transcription termination factor,(mTERF)
kfl00643_0070	CDS	hypothetical protein
kfl00643_0080	CDS	hypothetical protein
kfl00643_0090	CDS	ATP-citrate lyase B
kfl00643_0100	CDS	hypothetical protein
kfl00644_0010	CDS	hypothetical protein
kfl00644_0020	CDS	tesmin/TSO1-like CXC domain containing protein
kfl00644_0030	CDS	hypothetical protein
kfl00644_0040	CDS	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
kfl00644_0050	CDS	hypothetical protein
kfl00644_0060	CDS	KRAB-A domain-containing protein
kfl00645_0010	CDS	hypothetical protein
kfl00645_0020	CDS	hypothetical protein
kfl00645_0030	CDS	hypothetical protein
kfl00645_0040	CDS	hypothetical protein
kfl00646_0010	CDS	NOS1; nitric-oxide synthase, brain
kfl00646_0020	CDS	lipid phosphate phosphatase
kfl00646_0030	CDS	hypothetical protein
kfl00646_0040	CDS	hypothetical protein
kfl00647_0010	CDS	E2.3.3.10; hydroxymethylglutaryl-CoA synthase
kfl00647_0020	CDS	hypothetical protein
kfl00647_0030	CDS	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
kfl00647_0040	CDS	Glycyl-tRNA synthetase, class IIc, subunit
kfl00647_0050	CDS	12-oxophytodienoic acid reductase 3
kfl00647_0060	CDS	bromodomain-containing protein
kfl00647_0070	CDS	hypothetical protein
kfl00648_0010	CDS	glycoside hydrolase family 43
kfl00648_0020	CDS	hypothetical protein
kfl00648_0030	CDS	Putative ubiquitin carboxyl-terminal hydrolase
kfl00648_0040	CDS	fibrillin family protein
kfl00648_0050	CDS	hypothetical protein
kfl00649_0010	CDS	Kinesin-like protein,putative
kfl00649_0020	CDS	hypothetical protein
kfl00649_0030	CDS	RAD54L, RAD54; DNA repair and recombination protein RAD54 and RAD54-like protein
kfl00649_0040	CDS	hypothetical protein
kfl00649_0050	CDS	DNA replication helicase 2
kfl00649_0070	CDS	hypothetical protein
kfl00650_0010	CDS	hypothetical protein
kfl00650_0020	CDS	hypothetical protein
kfl00650_0030	CDS	hypothetical protein
kfl00650_0040	CDS	hypothetical protein
kfl00650_0050	CDS	hypothetical protein
kfl00650_0060	CDS	hypothetical protein
kfl00650_0070	CDS	hypothetical protein
kfl00650_0080	CDS	hypothetical protein
kfl00650_0090	CDS	E1.1.1.170, NSDHL, ERG26; sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating)
kfl00650_0100	CDS	hypothetical protein
kfl00651_0010	CDS	D-3-phosphoglycerate dehydrogenase
kfl00651_0020	CDS	Phosphofructokinase
kfl00651_0030	CDS	hypothetical protein
kfl00651_0040	CDS	putative Pentatricopeptide repeat(PPR) domain containing protein
kfl00651_0050	CDS	phosphatidate cytidyltransferase, cytidinediphosphate diacylglycerol synthase
kfl00651_0060	CDS	hypothetical protein
kfl00651_0070	CDS	hypothetical protein
kfl00651_0080	CDS	phosphatidylinositol-4-phosphate 5-kinase 
kfl00652_0010p	CDS	hypothetical protein
kfl00652_0020	CDS	hypothetical protein
kfl00652_0030	CDS	hypothetical protein
kfl00652_0040	CDS	hypothetical protein
kfl00652_0050	CDS	putative endonucleases,Zinc finger C2H2
kfl00652_0060	CDS	hypothetical protein
kfl00652_0070	CDS	hypothetical protein
kfl00652_0080	CDS	hypothetical protein
kfl00652_0090	CDS	hypothetical protein
kfl00652_0100p	CDS	Putative histidine kinase containing cheY-homologous receiver domain
kfl00653_0010p	CDS	hypothetical protein
kfl00653_0020	CDS	hypothetical protein
kfl00653_0030	CDS	hypothetical protein
kfl00653_0040	CDS	hypothetical protein
kfl00653_0050	CDS	hypothetical protein
kfl00653_0060	CDS	lysophosphatidic acid acyltransferase
kfl00653_0070	CDS	hypothetical protein
kfl00653_0080	CDS	hypothetical protein
kfl00653_0090	CDS	hypothetical protein
kfl00653_0100	CDS	COMT; catechol O-methyltransferase
kfl00653_0110	CDS	hypothetical protein
kfl00653_0120	CDS	hypothetical protein
kfl00654_0010	CDS	Ubiquitin carboxyl-terminal hydrolase
kfl00654_0020	CDS	hypothetical protein
kfl00654_0030	CDS	hypothetical protein
kfl00654_0040	CDS	hypothetical protein
kfl00654_0050	CDS	hypothetical protein
kfl00655_0010p	CDS	hypothetical protein
kfl00655_0020	CDS	hypothetical protein
kfl00655_0030	CDS	hypothetical protein
kfl00655_0040	CDS	Zinc finger, RING-type domain containing protein
kfl00655_0050	CDS	hypothetical protein
kfl00655_0060	CDS	hypothetical protein
kfl00656_0010	CDS	PIGS; phosphatidylinositol glycan, class S
kfl00656_0020	CDS	hypothetical protein
kfl00656_0030	CDS	hypothetical protein
kfl00656_0040	CDS	putative Pentatricopeptide repeat(PPR) domain containing protein
kfl00656_0050	CDS	hypothetical protein
kfl00656_0060	CDS	hypothetical protein
kfl00656_0070	CDS	GTPase-activating protein
kfl00656_0080	CDS	hypothetical protein
kfl00656_0090	CDS	hypothetical protein
kfl00656_0100	CDS	DEAD-box ATP-dependent RNA helicase family protein
kfl00657_0010p	CDS	hypothetical protein
kfl00657_0020	CDS	AP2 domain containing protein
kfl00657_0030	CDS	hypothetical protein
kfl00657_0040	CDS	hypothetical protein
kfl00657_0050	CDS	Uncharacterized conserved protein, contains WD40 repeat
kfl00657_0060	CDS	hypothetical protein
kfl00657_0070	CDS	hypothetical protein
kfl00658_0010	CDS	hypothetical protein
kfl00658_0020	CDS	hypothetical protein
kfl00658_0030	CDS	endo-1,4-beta-glucanase
kfl00658_0040	CDS	hypothetical protein
kfl00658_0050	CDS	rnc, DROSHA, RNT1; ribonuclease III
kfl00658_0060	CDS	Hypothetical protein
kfl00658_0070	CDS	hypothetical protein
kfl00658_0080	CDS	cyclin, putative, expressed
kfl00658_0090	CDS	hypothetical protein
kfl00658_0100	CDS	hypothetical protein
kfl00658_0110	CDS	hypothetical protein
kfl00658_0120	CDS	HSPA1_8; heat shock 70kDa protein 1/8
kfl00658_0130	CDS	hypothetical protein
kfl00658_0140	CDS	hypothetical protein
kfl00658_0150	CDS	hypothetical protein
kfl00658_0160	CDS	hypothetical protein
kfl00658_0170	CDS	hypothetical protein
kfl00659_0010p	CDS	hypothetical protein
kfl00659_0020	CDS	hypothetical protein
kfl00659_0030	CDS	E2.5.1.18, gst; glutathione S-transferase
kfl00659_0040	CDS	hypothetical protein
kfl00659_0050	CDS	protein arginine N-methyltransferase
kfl00659_0060	CDS	hypothetical protein
kfl00659_0070	CDS	hypothetical protein
kfl00659_0080	CDS	hypothetical protein
kfl00660_0010	CDS	Carbohydrate-Binding Module Family 45 protein
kfl00660_0020	CDS	hypothetical protein
kfl00660_0030	CDS	hypothetical protein
kfl00660_0040	CDS	DNA-directed RNA polymerase III subunit 11,(RPC11)
kfl00661_0010	CDS	Serine Threonine protein kinase
kfl00661_0020	CDS	Kinesin-like protein
kfl00661_0030	CDS	hypothetical protein
kfl00661_0040	CDS	hypothetical protein
kfl00661_0050	CDS	hypothetical protein
kfl00661_0060	CDS	ferredoxin hydrogenase
kfl00662_0010	CDS	hypothetical protein
kfl00662_0020	CDS	Pupative C2H2 zinc finger-containing protein
kfl00662_0030	CDS	SPS, sds; all-trans-nonaprenyl-diphosphate synthase
kfl00662_0040	CDS	Similar to Autophagy protein 16
kfl00662_0050	CDS	mitochondrial substrate carrier family protein
kfl00662_0060	CDS	putative dead box ATP-dependent RNA helicase
kfl00662_0070	CDS	hypothetical protein
kfl00662_0080	CDS	hypothetical protein
kfl00663_0010	CDS	PRPF40, PRP40; pre-mRNA-processing factor 40
kfl00663_0020	CDS	Chloroplast SRP43 Subunit of Signal Recognition particle
kfl00663_0030	CDS	Potassium transporter family protein
kfl00663_0040	CDS	hypothetical protein
kfl00663_0050	CDS	hypothetical protein
kfl00663_0060	CDS	hypothetical protein
kfl00663_0070p	CDS	hypothetical protein
kfl00664_0010p	CDS	hypothetical protein
kfl00664_0020	CDS	hypothetical protein
kfl00664_0030	CDS	Calcium-dependent lipid-binding protein
kfl00664_0040	CDS	hypothetical protein
kfl00664_0050	CDS	Protein kinase PITSLRE and related kinases
kfl00664_0060	CDS	hypothetical protein
kfl00665_0010	CDS	hypothetical protein
kfl00665_0020	CDS	hypothetical protein
kfl00665_0030	CDS	hypothetical protein
kfl00665_0040	CDS	LysM domain containing protein, putative
kfl00665_0050	CDS	hypothetical protein
kfl00665_0060	CDS	hypothetical protein
kfl00665_0070	CDS	hypothetical protein
kfl00665_0080	CDS	hypothetical protein
kfl00665_0090	CDS	mechanosensitive channel of small conductance, putative
kfl00665_0100	CDS	hypothetical protein
kfl00665_0110p	CDS	hypothetical protein
kfl00666_0010p	CDS	Protein kinase-like domain containing protein
kfl00666_0020	CDS	Ketoacyl-CoA Thiolase
kfl00666_0030	CDS	hypothetical protein
kfl00666_0040	CDS	hypothetical protein
kfl00666_0050	CDS	Glycosyl transferase containing protein
kfl00666_0060	CDS	hypothetical protein
kfl00667_0010	CDS	isopropyl malate isomerase large subunit
kfl00667_0020	CDS	hypothetical protein
kfl00667_0030	CDS	protein kinase domain containing protein, expressed
kfl00667_0040	CDS	Glycoside hydrolase
kfl00667_0050	CDS	cytochrome p450
kfl00667_0060	CDS	ADAR, ADAR1; double-stranded RNA-specific adenosine deaminase
kfl00667_0070	CDS	hypothetical protein
kfl00668_0010p	CDS	hypothetical protein
kfl00668_0020	CDS	amino acid permease-like protein
kfl00668_0030	CDS	Alpha-L RNA-binding motif/Ribosomal protein S4 family protein
kfl00668_0040	CDS	hypothetical protein
kfl00668_0050	CDS	hypothetical protein
kfl00668_0060	CDS	hypothetical protein
kfl00668_0070	CDS	GroES-like zinc-binding alcohol dehydrogenase family protein
kfl00668_0080p	CDS	hypothetical protein
kfl00669_0010	CDS	phoD; alkaline phosphatase D
kfl00669_0020	CDS	Cleavage and polyadenylation specificity factor 2
kfl00670_0010	CDS	hypothetical protein
kfl00670_0020	CDS	protein transport protein sec61 beta subunit
kfl00670_0030	CDS	WD40 repeat protein
kfl00670_0040	CDS	hypothetical protein
kfl00670_0050	CDS	hypothetical protein
kfl00670_0060	CDS	hypothetical protein
kfl00670_0070	CDS	hypothetical protein
kfl00670_0080	CDS	hypothetical protein
kfl00671_0010p	CDS	Protein kinase superfamily protein containing Leucine-rich repeats
kfl00671_0020	CDS	hypothetical protein
kfl00671_0030	CDS	Histone deacetylase complex, catalytic component HDA1
kfl00671_0040	CDS	Hypothetical protein
kfl00672_0010	CDS	Glycoside hydrolase, family 16
kfl00672_0020	CDS	hypothetical protein
kfl00672_0030	CDS	Structural maintenance of chromosomes (SMC) 
kfl00672_0040	CDS	FAD-linked oxidoreductase protein
kfl00672_0050	CDS	hypothetical protein
kfl00672_0060p	CDS	hypothetical protein
kfl00673_0010	CDS	hypothetical protein
kfl00673_0020	CDS	Eyes absent homolog
kfl00673_0030	CDS	DNA repair protein RAD50, ABC-type ATPase/SMC superfamily
kfl00673_0040	CDS	Vesicle-Inducing Protein in Plastids, VIPP1
kfl00673_0050	CDS	COQ6; ubiquinone biosynthesis monooxygenase Coq6
kfl00673_0060	CDS	hypothetical protein
kfl00673_0070	CDS	Transcription initiation factor TFIID subunit, TBP-associated factor 7,(TAF7)
kfl00674_0010	CDS	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
kfl00674_0020	CDS	hypothetical protein
kfl00674_0030	CDS	GTP-binding protein TypA/BipA
kfl00674_0040	CDS	hypothetical protein
kfl00674_0050	CDS	hypothetical protein
kfl00674_0060	CDS	starch synthase
kfl00674_0070	CDS	adenylate kinase
kfl00675_0010p	CDS	hypothetical protein
kfl00675_0020	CDS	hypothetical protein
kfl00675_0030	CDS	hypothetical protein
kfl00675_0040	CDS	hypothetical protein
kfl00675_0050	CDS	hypothetical protein 
kfl00675_0060	CDS	hypothetical protein
kfl00676_0010	CDS	O-methyltransferase family protein
kfl00676_0020	CDS	hypothetical protein
kfl00676_0030	CDS	hypothetical protein
kfl00676_0040	CDS	hypothetical protein
kfl00676_0050	CDS	hypothetical protein, putative inactive poly [ADP-ribose] polymerase
kfl00677_0010p	CDS	hypothetical protein
kfl00677_0020	CDS	uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA
kfl00677_0030	CDS	hypothetical protein
kfl00677_0040	CDS	hypothetical protein
kfl00677_0050	CDS	hypothetical protein
kfl00677_0060	CDS	hypothetical protein
kfl00677_0070	CDS	Transcription elongation factor TFIIS
kfl00677_0080	CDS	hypothetical protein
kfl00677_0090	CDS	hypothetical protein
kfl00677_0100	CDS	hypothetical protein
