proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
49229	6.3.4.3	Formate--tetrahydrofolate ligase.	ATP + formate + tetrahydrofolate = ADP + phosphate + 10-formyltetrahydrofolate.	\N	\N	One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
49245	2.1.1.-	Methyltransferases.	\N	\N	\N	Androgen and estrogen metabolism	Lipid Metabolism	METABOLIC
49245	2.1.1.-	Methyltransferases.	\N	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
49245	2.1.1.-	Methyltransferases.	\N	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
49245	2.1.1.-	Methyltransferases.	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
49245	2.1.1.-	Methyltransferases.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
49245	2.1.1.-	Methyltransferases.	\N	\N	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
49245	2.1.1.-	Methyltransferases.	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
49245	2.1.1.-	Methyltransferases.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
49253	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
49253	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC
49253	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
49253	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
49293	6.5.1.2	DNA ligase (NAD+).	NAD(+) + {deoxyribonucleotide}(N) + {deoxyribonucleotide}(M) = AMP + nicotinamide nucleotide + {deoxyribonucleotide}(N+M).	\N	\N	\N	\N	\N
49312	2.7.1.37	Protein kinase.	ATP + a protein = ADP + a phosphoprotein.	\N	\N	\N	\N	\N
49316	3.4.14.2	Dipeptidyl-peptidase II.	Release of an N-terminal dipeptide, Xaa-Xbb-|-Xcc, preferentially when Xbb is Ala or Pro. Substrates are oligopeptides, preferentially tripeptides.	\N	\N	\N	\N	\N
49337	2.4.1.122	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase.	UDP-galactose + glycoprotein N-acetyl-D-galactosamine = UDP + glycoprotein D-galactosyl-(1,3)-N-acetyl-D-galactosamine.	\N	\N	O-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
49339	6.4.1.1	Pyruvate carboxylase.	ATP + pyruvate + HCO(3)(-) = ADP + phosphate + oxaloacetate.	Biotin; Manganese or Zinc.	Pyruvate carboxylase deficiency; MIM:266150.	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
49339	6.4.1.1	Pyruvate carboxylase.	ATP + pyruvate + HCO(3)(-) = ADP + phosphate + oxaloacetate.	Biotin; Manganese or Zinc.	Pyruvate carboxylase deficiency; MIM:266150.	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC
49339	6.4.1.1	Pyruvate carboxylase.	ATP + pyruvate + HCO(3)(-) = ADP + phosphate + oxaloacetate.	Biotin; Manganese or Zinc.	Pyruvate carboxylase deficiency; MIM:266150.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
49372	4.1.2.-	Aldehyde-lyases.	\N	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
49372	4.1.2.-	Aldehyde-lyases.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
49372	4.1.2.-	Aldehyde-lyases.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
49372	4.1.2.-	Aldehyde-lyases.	\N	\N	\N	1,4-Dichlorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
49372	4.1.2.-	Aldehyde-lyases.	\N	\N	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
49372	4.1.2.-	Aldehyde-lyases.	\N	\N	\N	Carbazole degradation	Biodegradation of Xenobiotics	METABOLIC
49372	4.1.2.-	Aldehyde-lyases.	\N	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
49372	4.1.2.-	Aldehyde-lyases.	\N	\N	\N	Styrene degradation	Biodegradation of Xenobiotics	METABOLIC
49372	4.1.2.-	Aldehyde-lyases.	\N	\N	\N	Benzoate degradation via hydroxylation	Biodegradation of Xenobiotics	METABOLIC
49374	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
49374	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
49374	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
49385	2.7.7.-	Nucleotidyltransferases.	\N	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
49385	2.7.7.-	Nucleotidyltransferases.	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
49409	1.14.11.2	Procollagen-proline,2-oxoglutarate-4-dioxygenase.	Procollagen L-proline + 2-oxoglutarate + O(2) = procollagen trans-4- hydroxy-L-proline + succinate + CO(2).	Iron; Ascorbate.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
49417	2.1.1.-	Methyltransferases.	\N	\N	\N	Androgen and estrogen metabolism	Lipid Metabolism	METABOLIC
49417	2.1.1.-	Methyltransferases.	\N	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
49417	2.1.1.-	Methyltransferases.	\N	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
49417	2.1.1.-	Methyltransferases.	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
49417	2.1.1.-	Methyltransferases.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
49417	2.1.1.-	Methyltransferases.	\N	\N	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
49417	2.1.1.-	Methyltransferases.	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
49417	2.1.1.-	Methyltransferases.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
49433	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
49433	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
49439	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
49447	5.5.1.9	Cycloeucalenol cycloisomerase.	Cycloeucalenol = obtusifoliol.	\N	\N	\N	\N	\N
49480	1.14.11.8	Trimethyllysine dioxygenase.	N6,N6,N6-trimethyl-L-lysine + 2-oxoglutarate + O(2) = 3-hydroxy- N6,N6,N6-trimethyl-L-lysine + succinate + CO(2).	Iron; Ascorbate.	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
49486	3.1.1.17	Gluconolactonase.	D-glucono-1,5-lactone + H(2)O = D-gluconate.	\N	\N	Caprolactam degradation	Biodegradation of Xenobiotics	METABOLIC
49486	3.1.1.17	Gluconolactonase.	D-glucono-1,5-lactone + H(2)O = D-gluconate.	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
49486	3.1.1.17	Gluconolactonase.	D-glucono-1,5-lactone + H(2)O = D-gluconate.	\N	\N	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
49500	2.4.2.30	NAD(+) ADP-ribosyltransferase.	NAD(+) + {ADP-D-ribosyl}(N)-acceptor = nicotinamide + {ADP-D-ribosyl}(N+1)-acceptor.	\N	\N	\N	\N	\N
49505	4.1.99.1	Tryptophanase.	L-tryptophan + H(2)O = indole + pyruvate + NH(3).	Pyridoxal-phosphate; Potassium.	\N	Nitrogen metabolism	Energy Metabolism	METABOLIC
49505	4.1.99.1	Tryptophanase.	L-tryptophan + H(2)O = indole + pyruvate + NH(3).	Pyridoxal-phosphate; Potassium.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
49524	2.7.1.68	1-phosphatidylinositol-4-phosphate kinase.	ATP + 1-phosphatidyl-1D-myo-inositol 4-monophosphate = ADP + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
49540	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
49540	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
49545	3.5.1.19	Nicotinamidase.	Nicotinamide + H(2)O = nicotinate + NH(3).	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
49555	4.6.1.1	Adenylate cyclase.	ATP = 3',5'-cyclic AMP + diphosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
49572	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
49572	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
49575	1.1.-.-	Acting on the CH-OH group of donors.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
49575	1.1.-.-	Acting on the CH-OH group of donors.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC
49595	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
49595	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
49602	3.4.21.-	Serine endopeptidases.	\N	\N	\N	\N	\N	\N
49610	3.2.1.58	Glucan 1,3-beta-glucosidase.	Successive hydrolysis of beta-D-glucose units from the non-reducing ends of 1,3-beta-D-glucans, releasing alpha-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
49637	3.1.4.46	Glycerophosphodiester phosphodiesterase.	A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
49637	3.1.4.46	Glycerophosphodiester phosphodiesterase.	A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
49644	1.14.13.9	Kynurenine 3-monooxygenase.	L-kynurenine + NADPH + O(2) = 3-hydroxy-L-kynurenine + NADP(+) + H(2)O.	FAD.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
49658	1.5.1.2	Pyrroline-5-carboxylate reductase.	L-proline + NAD(P)(+) = 1-pyrroline-5-carboxylate + NAD(P)H.	\N	\N	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
49658	1.5.1.2	Pyrroline-5-carboxylate reductase.	L-proline + NAD(P)(+) = 1-pyrroline-5-carboxylate + NAD(P)H.	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
49660	5.3.2.1	Phenylpyruvate tautomerase.	Keto-phenylpyruvate = enol-phenylpyruvate.	\N	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
49660	5.3.2.1	Phenylpyruvate tautomerase.	Keto-phenylpyruvate = enol-phenylpyruvate.	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
49678	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
49678	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
49678	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
49702	3.1.1.5	Lysophospholipase.	2-lysophosphatidylcholine + H(2)O = glycerophosphocholine + a fatty acid anion.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
49707	3.4.24.71	Endothelin-converting enzyme 1.	Forms endothelin 1 by cleavage of the 21-Trp-|-Val-22 bond in the precursor.	Zinc.	\N	\N	\N	\N
49710	3.1.3.66	Inositol-3,4-bisphosphate 4-phosphatase.	D-myo-inositol 3,4-bisphosphate + H(2)O = D-myo-inositol 3-monophosphate + phosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
49771	3.1.4.11	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase.	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + H(2)O = D-myo- inositol 1,4,5-trisphosphate + diacylglycerol.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
49772	3.4.21.10	Acrosin.	Hydrolysis of Arg-|-Xaa and Lys-|-Xaa bonds; preferential cleavage Arg-|-Xaa >> Lys-|-Lys >> Lys-|-Xaa.	\N	\N	\N	\N	\N
49777	1.1.1.91	Aryl-alcohol dehydrogenase (NADP+).	An aromatic alcohol + NADP(+) = an aromatic aldehyde + NADPH.	\N	\N	\N	\N	\N
49800	3.5.1.48	Acetylspermidine deacetylase.	N1-acetylspermidine + H(2)O = acetate + spermidine.	\N	\N	\N	\N	\N
49833	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
49833	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
49897	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
49924	1.2.3.4	Oxalate oxidase.	Oxalate + O(2) = 2 CO(2) + H(2)O(2).	Flavoprotein.	\N	Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
49957	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
49957	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
49965	2.4.1.122	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase.	UDP-galactose + glycoprotein N-acetyl-D-galactosamine = UDP + glycoprotein D-galactosyl-(1,3)-N-acetyl-D-galactosamine.	\N	\N	O-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
49989	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
50034	6.3.4.2	CTP synthase.	ATP + UTP + NH(3) = ADP + phosphate + CTP.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
50053	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
50053	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
50097	4.1.2.5	Threonine aldolase.	L-threonine = glycine + acetaldehyde.	Pyridoxal-phosphate.	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
50124	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
50124	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
50124	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
50132	6.5.1.1	DNA ligase (ATP).	ATP + {deoxyribonucleotide}(N) + {deoxyribonucleotide}(M) = AMP + diphosphate + {deoxyribonucleotide}(N+M).	\N	\N	\N	\N	\N
50137	1.1.99.5	Glycerol-3-phosphate dehydrogenase.	Sn-glycerol 3-phosphate + acceptor = glycerone phosphate + reduced acceptor.	Flavin.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
50148	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
50153	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
50153	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
50153	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
50153	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
50153	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
50185	5.4.99.12	tRNA-pseudouridine synthase I.	tRNA uridine = tRNA pseudouridine.	\N	\N	\N	\N	\N
50189	6.2.1.3	Long-chain-fatty-acid--CoA ligase.	ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA.	\N	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
50218	6.5.1.1	DNA ligase (ATP).	ATP + {deoxyribonucleotide}(N) + {deoxyribonucleotide}(M) = AMP + diphosphate + {deoxyribonucleotide}(N+M).	\N	\N	\N	\N	\N
50252	1.1.-.-	Acting on the CH-OH group of donors.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
50252	1.1.-.-	Acting on the CH-OH group of donors.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC
50253	3.4.22.-	Cysteine endopeptidases.	\N	\N	\N	\N	\N	\N
50274	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
50274	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
50274	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
50281	3.7.1.2	Fumarylacetoacetase.	4-fumarylacetoacetate + H(2)O = acetoacetate + fumarate.	\N	Tyrosinemia I; MIM:276700.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
50281	3.7.1.2	Fumarylacetoacetase.	4-fumarylacetoacetate + H(2)O = acetoacetate + fumarate.	\N	Tyrosinemia I; MIM:276700.	Styrene degradation	Biodegradation of Xenobiotics	METABOLIC
50299	3.4.21.-	Serine endopeptidases.	\N	\N	\N	\N	\N	\N
50321	3.4.22.-	Cysteine endopeptidases.	\N	\N	\N	\N	\N	\N
50322	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
50322	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
50322	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
50326	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
