Gene ID	GO	KOG	ENZYME
ostta06g03460	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03460" target="_blank">ostta06g03460</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GTP binding (GO:0005525)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004517" target="_blank">nitric-oxide synthase activity (GO:0004517)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051767" target="_blank">nitric-oxide synthase biosynthetic process (GO:0051767)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1249" target="_blank">KOG1249</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.14.13.39" target="_blank">1.14.13.39</a>
ostta06g03480	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03480" target="_blank">ostta06g03480</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006304" target="_blank">DNA modification (GO:0006304)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003678" target="_blank">DNA helicase activity (GO:0003678)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006260" target="_blank">DNA replication (GO:0006260)</a>		
ostta06g03510	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03510" target="_blank">ostta06g03510</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009107" target="_blank">lipoate biosynthetic process (GO:0009107)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016992" target="_blank">lipoate synthase activity (GO:0016992)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051536" target="_blank">iron-sulfur cluster binding (GO:0051536)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2672" target="_blank">KOG2672</a>	
ostta06g03530	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03530" target="_blank">ostta06g03530</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006470" target="_blank">protein dephosphorylation (GO:0006470)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008138" target="_blank">protein tyrosine/serine/threonine phosphatase activity (GO:0008138)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016311" target="_blank">dephosphorylation (GO:0016311)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016791" target="_blank">phosphatase activity (GO:0016791)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004725" target="_blank">protein tyrosine phosphatase activity (GO:0004725)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1716" target="_blank">KOG1716</a>	
ostta06g03620	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03620" target="_blank">ostta06g03620</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016887" target="_blank">ATPase activity (GO:0016887)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017111" target="_blank">nucleoside-triphosphatase activity (GO:0017111)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0062" target="_blank">KOG0062</a>	
ostta06g03630	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03630" target="_blank">ostta06g03630</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000785" target="_blank">chromatin (GO:0000785)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003682" target="_blank">chromatin binding (GO:0003682)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006333" target="_blank">chromatin assembly or disassembly (GO:0006333)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004386" target="_blank">helicase activity (GO:0004386)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0384" target="_blank">KOG0384</a>	
ostta06g03670	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03670" target="_blank">ostta06g03670</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006306" target="_blank">DNA methylation (GO:0006306)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0919" target="_blank">KOG0919</a>	
ostta06g03740	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03740" target="_blank">ostta06g03740</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">protein kinase activity (GO:0004672)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">protein phosphorylation (GO:0006468)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004674" target="_blank">protein serine/threonine kinase activity (GO:0004674)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004691" target="_blank">cAMP-dependent protein kinase activity (GO:0004691)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005952" target="_blank">cAMP-dependent protein kinase complex (GO:0005952)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0583" target="_blank">KOG0583</a>	
ostta06g03750	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03750" target="_blank">ostta06g03750</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004470" target="_blank">malic enzyme activity (GO:0004470)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006108" target="_blank">malate metabolic process (GO:0006108)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016616" target="_blank">oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051287" target="_blank">NAD binding (GO:0051287)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004473" target="_blank">malate dehydrogenase (decarboxylating) (NADP+) activity (GO:0004473)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1257" target="_blank">KOG1257</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.40" target="_blank">1.1.1.40</a>
ostta06g03780	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03780" target="_blank">ostta06g03780</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GTP binding (GO:0005525)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003924" target="_blank">GTPase activity (GO:0003924)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0462" target="_blank">KOG0462</a>	
ostta06g03790	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03790" target="_blank">ostta06g03790</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">RNA binding (GO:0003723)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1676" target="_blank">KOG1676</a>	
ostta06g03810	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03810" target="_blank">ostta06g03810</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004842" target="_blank">ubiquitin-protein transferase activity (GO:0004842)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051438" target="_blank">regulation of ubiquitin-protein transferase activity (GO:0051438)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051443" target="_blank">positive regulation of ubiquitin-protein transferase activity (GO:0051443)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051444" target="_blank">negative regulation of ubiquitin-protein transferase activity (GO:0051444)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2981" target="_blank">KOG2981</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.3.2.19" target="_blank">6.3.2.19</a>
ostta06g03820	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03820" target="_blank">ostta06g03820</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004642" target="_blank">phosphoribosylformylglycinamidine synthase activity (GO:0004642)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006189" target="_blank">'de novo' IMP biosynthetic process (GO:0006189)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1907" target="_blank">KOG1907</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.3.5.3" target="_blank">6.3.5.3</a>
ostta06g03850	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03850" target="_blank">ostta06g03850</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016888" target="_blank">endodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016888)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3020" target="_blank">KOG3020</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.21.-" target="_blank">3.1.21.-</a>
ostta06g03860	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03860" target="_blank">ostta06g03860</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0031072" target="_blank">heat shock protein binding (GO:0031072)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0715" target="_blank">KOG0715</a>	
ostta06g03880	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03880" target="_blank">ostta06g03880</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016740" target="_blank">transferase activity (GO:0016740)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4750" target="_blank">KOG4750</a>	
ostta06g03890	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03890" target="_blank">ostta06g03890</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008026" target="_blank">(GO:0008026)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004386" target="_blank">helicase activity (GO:0004386)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">RNA binding (GO:0003723)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016818" target="_blank">hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0337" target="_blank">KOG0337</a>	
ostta06g03910	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03910" target="_blank">ostta06g03910</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004527" target="_blank">exonuclease activity (GO:0004527)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000175" target="_blank">3'-5'-exoribonuclease activity (GO:0000175)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004534" target="_blank">5'-3' exoribonuclease activity (GO:0004534)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2044" target="_blank">KOG2044</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.13.-" target="_blank">3.1.13.-</a>
ostta06g03930	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03930" target="_blank">ostta06g03930</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030170" target="_blank">pyridoxal phosphate binding (GO:0030170)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004795" target="_blank">threonine synthase activity (GO:0004795)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2616" target="_blank">KOG2616</a>	
ostta06g03940	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03940" target="_blank">ostta06g03940</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0046983" target="_blank">protein dimerization activity (GO:0046983)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1121" target="_blank">KOG1121</a>	
ostta06g03950	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03950" target="_blank">ostta06g03950</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>		
ostta06g03980	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03980" target="_blank">ostta06g03980</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0126" target="_blank">KOG0126</a>	
ostta06g03990	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g03990" target="_blank">ostta06g03990</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006298" target="_blank">mismatch repair (GO:0006298)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030983" target="_blank">mismatched DNA binding (GO:0030983)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1978" target="_blank">KOG1978</a>	
ostta06g04010	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g04010" target="_blank">ostta06g04010</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003924" target="_blank">GTPase activity (GO:0003924)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GTP binding (GO:0005525)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0018024" target="_blank">histone-lysine N-methyltransferase activity (GO:0018024)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0466" target="_blank">KOG0466</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.43" target="_blank">2.1.1.43</a>
ostta06g04020	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g04020" target="_blank">ostta06g04020</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>		
ostta06g04030	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g04030" target="_blank">ostta06g04030</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006814" target="_blank">sodium ion transport (GO:0006814)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008508" target="_blank">bile acid:sodium symporter activity (GO:0008508)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2718" target="_blank">KOG2718</a>	
ostta06g04040	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta06g04040" target="_blank">ostta06g04040</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0800" target="_blank">KOG0800</a>	
