Gene ID	GO	KO
kfl00877_0030	kfl00877_0030	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K13192" target="_blank">K13192</a>
kfl00877_0050	kfl00877_0050	<a href="http://amigo.geneontology.org/amigo/term/GO:0020037" target="_blank">heme binding (GO:0020037)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K00326" target="_blank">K00326</a>
kfl00880_0010	kfl00880_0010	<a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">RNA binding (GO:0003723)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K17943" target="_blank">K17943</a>
kfl00880_0020	kfl00880_0020	<a href="http://amigo.geneontology.org/amigo/term/GO:0018106" target="_blank">peptidyl-histidine phosphorylation (GO:0018106)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016310" target="_blank">phosphorylation (GO:0016310)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">regulation of transcription, DNA-templated (GO:0006355)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0007165" target="_blank">signal transduction (GO:0007165)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000160" target="_blank">phosphorelay signal transduction system (GO:0000160)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004673" target="_blank">protein histidine kinase activity (GO:0004673)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016772" target="_blank">transferase activity, transferring phosphorus-containing groups (GO:0016772)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000156" target="_blank">phosphorelay response regulator activity (GO:0000156)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000155" target="_blank">phosphorelay sensor kinase activity (GO:0000155)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K14489" target="_blank">K14489</a>
kfl00881_0020	kfl00881_0020	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>	
kfl00881_0040	kfl00881_0040	<a href="http://amigo.geneontology.org/amigo/term/GO:0015979" target="_blank">photosynthesis (GO:0015979)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009522" target="_blank">photosystem I (GO:0009522)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009538" target="_blank">photosystem I reaction center (GO:0009538)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K02699" target="_blank">K02699</a>
kfl00883_0050	kfl00883_0050	<a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">protein phosphorylation (GO:0006468)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">protein kinase activity (GO:0004672)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004674" target="_blank">protein serine/threonine kinase activity (GO:0004674)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004713" target="_blank">protein tyrosine kinase activity (GO:0004713)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016772" target="_blank">transferase activity, transferring phosphorus-containing groups (GO:0016772)</a>	
kfl00883_0060	kfl00883_0060	<a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">regulation of transcription, DNA-templated (GO:0006355)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000160" target="_blank">phosphorelay signal transduction system (GO:0000160)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000156" target="_blank">phosphorelay response regulator activity (GO:0000156)</a>	
kfl00884_0010p	kfl00884_0010p	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a>	
kfl00884_0020	kfl00884_0020	<a href="http://amigo.geneontology.org/amigo/term/GO:0006855" target="_blank">drug transmembrane transport (GO:0006855)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055085" target="_blank">transmembrane transport (GO:0055085)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015297" target="_blank">antiporter activity (GO:0015297)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015238" target="_blank">(GO:0015238)</a>	
kfl00885_0010	kfl00885_0010	<a href="http://amigo.geneontology.org/amigo/term/GO:0015977" target="_blank">carbon fixation (GO:0015977)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006099" target="_blank">tricarboxylic acid cycle (GO:0006099)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008964" target="_blank">phosphoenolpyruvate carboxylase activity (GO:0008964)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K01595" target="_blank">K01595</a>
kfl00885_0030	kfl00885_0030	<a href="http://amigo.geneontology.org/amigo/term/GO:0006298" target="_blank">mismatch repair (GO:0006298)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030983" target="_blank">mismatched DNA binding (GO:0030983)</a>	
kfl00885_0040p	kfl00885_0040p	<a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>	
kfl00887_0010	kfl00887_0010	<a href="http://amigo.geneontology.org/amigo/term/GO:0032259" target="_blank">methylation (GO:0032259)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008168" target="_blank">methyltransferase activity (GO:0008168)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K19589" target="_blank">K19589</a>
kfl00887_0020	kfl00887_0020	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>	
kfl00887_0030	kfl00887_0030	<a href="http://amigo.geneontology.org/amigo/term/GO:0015979" target="_blank">photosynthesis (GO:0015979)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019898" target="_blank">extrinsic component of membrane (GO:0019898)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009654" target="_blank">photosystem II oxygen evolving complex (GO:0009654)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009523" target="_blank">photosystem II (GO:0009523)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005509" target="_blank">calcium ion binding (GO:0005509)</a>	
kfl00887_0040	kfl00887_0040	<a href="http://amigo.geneontology.org/amigo/term/GO:0006351" target="_blank">transcription, DNA-templated (GO:0006351)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003899" target="_blank">DNA-directed 5'-3' RNA polymerase activity (GO:0003899)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K03022" target="_blank">K03022</a>
kfl00888_0010	kfl00888_0010	<a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">protein phosphorylation (GO:0006468)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">protein kinase activity (GO:0004672)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004674" target="_blank">protein serine/threonine kinase activity (GO:0004674)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004713" target="_blank">protein tyrosine kinase activity (GO:0004713)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016772" target="_blank">transferase activity, transferring phosphorus-containing groups (GO:0016772)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K08819" target="_blank">K08819</a>
kfl00888_0020	kfl00888_0020	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>	
kfl00888_0030	kfl00888_0030	<a href="http://amigo.geneontology.org/amigo/term/GO:0009055" target="_blank">electron transfer activity (GO:0009055)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0020037" target="_blank">heme binding (GO:0020037)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005506" target="_blank">iron ion binding (GO:0005506)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K00413" target="_blank">K00413</a>
kfl00888_0040	kfl00888_0040	<a href="http://amigo.geneontology.org/amigo/term/GO:0055085" target="_blank">transmembrane transport (GO:0055085)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006810" target="_blank">transport (GO:0006810)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0022857" target="_blank">transmembrane transporter activity (GO:0022857)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005215" target="_blank">transporter activity (GO:0005215)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K08176" target="_blank">K08176</a>
kfl00889_0040	kfl00889_0040	<a href="http://amigo.geneontology.org/amigo/term/GO:0030244" target="_blank">cellulose biosynthetic process (GO:0030244)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016760" target="_blank">cellulose synthase (UDP-forming) activity (GO:0016760)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K10999" target="_blank">K10999</a>
kfl00891_0010	kfl00891_0010	<a href="http://amigo.geneontology.org/amigo/term/GO:0015074" target="_blank">DNA integration (GO:0015074)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	
kfl00891_0040	kfl00891_0040	<a href="http://amigo.geneontology.org/amigo/term/GO:0009082" target="_blank">branched-chain amino acid biosynthetic process (GO:0009082)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003984" target="_blank">acetolactate synthase activity (GO:0003984)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K01653" target="_blank">K01653</a>
kfl00891_0050	kfl00891_0050	<a href="http://amigo.geneontology.org/amigo/term/GO:0042128" target="_blank">nitrate assimilation (GO:0042128)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">oxidation-reduction process (GO:0055114)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009055" target="_blank">electron transfer activity (GO:0009055)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0050660" target="_blank">flavin adenine dinucleotide binding (GO:0050660)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0020037" target="_blank">heme binding (GO:0020037)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005506" target="_blank">iron ion binding (GO:0005506)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0046872" target="_blank">metal ion binding (GO:0046872)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030151" target="_blank">molybdenum ion binding (GO:0030151)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043546" target="_blank">molybdopterin cofactor binding (GO:0043546)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0046857" target="_blank">oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor (GO:0046857)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K10534" target="_blank">K10534</a>
kfl00892_0010p	kfl00892_0010p	<a href="http://amigo.geneontology.org/amigo/term/GO:0006260" target="_blank">DNA replication (GO:0006260)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003688" target="_blank">DNA replication origin binding (GO:0003688)</a>	
kfl00893_0040	kfl00893_0040	<a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a>	
kfl00893_0050	kfl00893_0050	<a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>	
kfl00894_0010	kfl00894_0010	<a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">RNA binding (GO:0003723)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0033897" target="_blank">ribonuclease T2 activity (GO:0033897)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K01166" target="_blank">K01166</a>
kfl00894_0020	kfl00894_0020	<a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">protein phosphorylation (GO:0006468)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">protein kinase activity (GO:0004672)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004674" target="_blank">protein serine/threonine kinase activity (GO:0004674)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004713" target="_blank">protein tyrosine kinase activity (GO:0004713)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016772" target="_blank">transferase activity, transferring phosphorus-containing groups (GO:0016772)</a>	
kfl00895_0010	kfl00895_0010	<a href="http://amigo.geneontology.org/amigo/term/GO:0001510" target="_blank">RNA methylation (GO:0001510)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0032259" target="_blank">methylation (GO:0032259)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006364" target="_blank">rRNA processing (GO:0006364)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008168" target="_blank">methyltransferase activity (GO:0008168)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K14857" target="_blank">K14857</a>
kfl00895_0020	kfl00895_0020	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K09838" target="_blank">K09838</a>
kfl00895_0030	kfl00895_0030	<a href="http://amigo.geneontology.org/amigo/term/GO:0050660" target="_blank">flavin adenine dinucleotide binding (GO:0050660)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>	
