Gene ID	GO	KOG	ENZYME
Naga_100140g3	<a href="http://www.nannochloropsis.org/gene/Naga_100140g3" target="_blank">Naga_100140g3</a>			
Naga_100140g2	<a href="http://www.nannochloropsis.org/gene/Naga_100140g2" target="_blank">Naga_100140g2</a>			
Naga_100140g1	<a href="http://www.nannochloropsis.org/gene/Naga_100140g1" target="_blank">Naga_100140g1</a>			
Naga_100548g4	<a href="http://www.nannochloropsis.org/gene/Naga_100548g4" target="_blank">Naga_100548g4</a>			
Naga_100548g2	<a href="http://www.nannochloropsis.org/gene/Naga_100548g2" target="_blank">Naga_100548g2</a>			
Naga_100613g3	<a href="http://www.nannochloropsis.org/gene/Naga_100613g3" target="_blank">Naga_100613g3</a>			
Naga_100613g1	<a href="http://www.nannochloropsis.org/gene/Naga_100613g1" target="_blank">Naga_100613g1</a>			
Naga_100260g10	<a href="http://www.nannochloropsis.org/gene/Naga_100260g10" target="_blank">Naga_100260g10</a>			
Naga_100260g6	<a href="http://www.nannochloropsis.org/gene/Naga_100260g6" target="_blank">Naga_100260g6</a>			
Naga_100260g5	<a href="http://www.nannochloropsis.org/gene/Naga_100260g5" target="_blank">Naga_100260g5</a>			
Naga_100260g3	<a href="http://www.nannochloropsis.org/gene/Naga_100260g3" target="_blank">Naga_100260g3</a>			
Naga_100175g1	<a href="http://www.nannochloropsis.org/gene/Naga_100175g1" target="_blank">Naga_100175g1</a>			
Naga_100175g3	<a href="http://www.nannochloropsis.org/gene/Naga_100175g3" target="_blank">Naga_100175g3</a>			
Naga_100175g5	<a href="http://www.nannochloropsis.org/gene/Naga_100175g5" target="_blank">Naga_100175g5</a>			
Naga_100175g7	<a href="http://www.nannochloropsis.org/gene/Naga_100175g7" target="_blank">Naga_100175g7</a>			
Naga_100427g2	<a href="http://www.nannochloropsis.org/gene/Naga_100427g2" target="_blank">Naga_100427g2</a>			
Naga_100427g3	<a href="http://www.nannochloropsis.org/gene/Naga_100427g3" target="_blank">Naga_100427g3</a>			
Naga_100427g6	<a href="http://www.nannochloropsis.org/gene/Naga_100427g6" target="_blank">Naga_100427g6</a>			
Naga_102739g1	<a href="http://www.nannochloropsis.org/gene/Naga_102739g1" target="_blank">Naga_102739g1</a>			
Naga_100545g2	<a href="http://www.nannochloropsis.org/gene/Naga_100545g2" target="_blank">Naga_100545g2</a>			
Naga_100545g3	<a href="http://www.nannochloropsis.org/gene/Naga_100545g3" target="_blank">Naga_100545g3</a>			
Naga_100545g5	<a href="http://www.nannochloropsis.org/gene/Naga_100545g5" target="_blank">Naga_100545g5</a>			
Naga_100447g2	<a href="http://www.nannochloropsis.org/gene/Naga_100447g2" target="_blank">Naga_100447g2</a>			
Naga_100678g5	<a href="http://www.nannochloropsis.org/gene/Naga_100678g5" target="_blank">Naga_100678g5</a>			
Naga_100678g4	<a href="http://www.nannochloropsis.org/gene/Naga_100678g4" target="_blank">Naga_100678g4</a>			
Naga_100678g2	<a href="http://www.nannochloropsis.org/gene/Naga_100678g2" target="_blank">Naga_100678g2</a>			
Naga_100678g1	<a href="http://www.nannochloropsis.org/gene/Naga_100678g1" target="_blank">Naga_100678g1</a>			
Naga_100560g3	<a href="http://www.nannochloropsis.org/gene/Naga_100560g3" target="_blank">Naga_100560g3</a>			
Naga_100560g4	<a href="http://www.nannochloropsis.org/gene/Naga_100560g4" target="_blank">Naga_100560g4</a>			
Naga_100954g1	<a href="http://www.nannochloropsis.org/gene/Naga_100954g1" target="_blank">Naga_100954g1</a>			
Naga_100954g2	<a href="http://www.nannochloropsis.org/gene/Naga_100954g2" target="_blank">Naga_100954g2</a>			
Naga_101924g2	<a href="http://www.nannochloropsis.org/gene/Naga_101924g2" target="_blank">Naga_101924g2</a>			
Naga_101924g1	<a href="http://www.nannochloropsis.org/gene/Naga_101924g1" target="_blank">Naga_101924g1</a>			
Naga_100796g4	<a href="http://www.nannochloropsis.org/gene/Naga_100796g4" target="_blank">Naga_100796g4</a>			
Naga_100796g3	<a href="http://www.nannochloropsis.org/gene/Naga_100796g3" target="_blank">Naga_100796g3</a>			
Naga_101196g1	<a href="http://www.nannochloropsis.org/gene/Naga_101196g1" target="_blank">Naga_101196g1</a>			
Naga_101196g3	<a href="http://www.nannochloropsis.org/gene/Naga_101196g3" target="_blank">Naga_101196g3</a>			
Naga_101241g1	<a href="http://www.nannochloropsis.org/gene/Naga_101241g1" target="_blank">Naga_101241g1</a>			
Naga_102571g1	<a href="http://www.nannochloropsis.org/gene/Naga_102571g1" target="_blank">Naga_102571g1</a>			
Naga_101686g1	<a href="http://www.nannochloropsis.org/gene/Naga_101686g1" target="_blank">Naga_101686g1</a>			
Naga_101596g1	<a href="http://www.nannochloropsis.org/gene/Naga_101596g1" target="_blank">Naga_101596g1</a>			
Naga_100883g1	<a href="http://www.nannochloropsis.org/gene/Naga_100883g1" target="_blank">Naga_100883g1</a>			
Naga_100883g2	<a href="http://www.nannochloropsis.org/gene/Naga_100883g2" target="_blank">Naga_100883g2</a>			
Naga_100883g3	<a href="http://www.nannochloropsis.org/gene/Naga_100883g3" target="_blank">Naga_100883g3</a>			
Naga_101876g1	<a href="http://www.nannochloropsis.org/gene/Naga_101876g1" target="_blank">Naga_101876g1</a>			
Naga_101876g2	<a href="http://www.nannochloropsis.org/gene/Naga_101876g2" target="_blank">Naga_101876g2</a>			
Naga_101272g2	<a href="http://www.nannochloropsis.org/gene/Naga_101272g2" target="_blank">Naga_101272g2</a>			
Naga_100662g1	<a href="http://www.nannochloropsis.org/gene/Naga_100662g1" target="_blank">Naga_100662g1</a>			
Naga_100662g2	<a href="http://www.nannochloropsis.org/gene/Naga_100662g2" target="_blank">Naga_100662g2</a>			
Naga_100662g3	<a href="http://www.nannochloropsis.org/gene/Naga_100662g3" target="_blank">Naga_100662g3</a>			
Naga_100662g4	<a href="http://www.nannochloropsis.org/gene/Naga_100662g4" target="_blank">Naga_100662g4</a>			
Naga_100633g2	<a href="http://www.nannochloropsis.org/gene/Naga_100633g2" target="_blank">Naga_100633g2</a>			
Naga_100633g1	<a href="http://www.nannochloropsis.org/gene/Naga_100633g1" target="_blank">Naga_100633g1</a>			
Naga_101548g1	<a href="http://www.nannochloropsis.org/gene/Naga_101548g1" target="_blank">Naga_101548g1</a>			
Naga_100239g1	<a href="http://www.nannochloropsis.org/gene/Naga_100239g1" target="_blank">Naga_100239g1</a>			
Naga_100239g2	<a href="http://www.nannochloropsis.org/gene/Naga_100239g2" target="_blank">Naga_100239g2</a>			
Naga_100239g4	<a href="http://www.nannochloropsis.org/gene/Naga_100239g4" target="_blank">Naga_100239g4</a>			
Naga_100239g5	<a href="http://www.nannochloropsis.org/gene/Naga_100239g5" target="_blank">Naga_100239g5</a>			
Naga_100239g6	<a href="http://www.nannochloropsis.org/gene/Naga_100239g6" target="_blank">Naga_100239g6</a>			
Naga_102234g1	<a href="http://www.nannochloropsis.org/gene/Naga_102234g1" target="_blank">Naga_102234g1</a>			
Naga_100302g1	<a href="http://www.nannochloropsis.org/gene/Naga_100302g1" target="_blank">Naga_100302g1</a>			
Naga_100302g2	<a href="http://www.nannochloropsis.org/gene/Naga_100302g2" target="_blank">Naga_100302g2</a>			
Naga_100302g3	<a href="http://www.nannochloropsis.org/gene/Naga_100302g3" target="_blank">Naga_100302g3</a>			
Naga_100302g4	<a href="http://www.nannochloropsis.org/gene/Naga_100302g4" target="_blank">Naga_100302g4</a>			
Naga_100511g5	<a href="http://www.nannochloropsis.org/gene/Naga_100511g5" target="_blank">Naga_100511g5</a>			
Naga_100511g3	<a href="http://www.nannochloropsis.org/gene/Naga_100511g3" target="_blank">Naga_100511g3</a>			
Naga_100511g2	<a href="http://www.nannochloropsis.org/gene/Naga_100511g2" target="_blank">Naga_100511g2</a>			
Naga_100511g1	<a href="http://www.nannochloropsis.org/gene/Naga_100511g1" target="_blank">Naga_100511g1</a>			
Naga_100142g12	<a href="http://www.nannochloropsis.org/gene/Naga_100142g12" target="_blank">Naga_100142g12</a>			
Naga_100142g11	<a href="http://www.nannochloropsis.org/gene/Naga_100142g11" target="_blank">Naga_100142g11</a>			
Naga_100142g8	<a href="http://www.nannochloropsis.org/gene/Naga_100142g8" target="_blank">Naga_100142g8</a>			
Naga_100142g7	<a href="http://www.nannochloropsis.org/gene/Naga_100142g7" target="_blank">Naga_100142g7</a>			
Naga_100142g6	<a href="http://www.nannochloropsis.org/gene/Naga_100142g6" target="_blank">Naga_100142g6</a>			
Naga_100142g5	<a href="http://www.nannochloropsis.org/gene/Naga_100142g5" target="_blank">Naga_100142g5</a>			
Naga_100142g4	<a href="http://www.nannochloropsis.org/gene/Naga_100142g4" target="_blank">Naga_100142g4</a>			
Naga_100142g2	<a href="http://www.nannochloropsis.org/gene/Naga_100142g2" target="_blank">Naga_100142g2</a>			
Naga_100142g1	<a href="http://www.nannochloropsis.org/gene/Naga_100142g1" target="_blank">Naga_100142g1</a>			
Naga_100441g5	<a href="http://www.nannochloropsis.org/gene/Naga_100441g5" target="_blank">Naga_100441g5</a>			
Naga_100441g4	<a href="http://www.nannochloropsis.org/gene/Naga_100441g4" target="_blank">Naga_100441g4</a>			
Naga_100441g3	<a href="http://www.nannochloropsis.org/gene/Naga_100441g3" target="_blank">Naga_100441g3</a>			
Naga_100441g2	<a href="http://www.nannochloropsis.org/gene/Naga_100441g2" target="_blank">Naga_100441g2</a>			
Naga_100441g1	<a href="http://www.nannochloropsis.org/gene/Naga_100441g1" target="_blank">Naga_100441g1</a>			
Naga_101399g1	<a href="http://www.nannochloropsis.org/gene/Naga_101399g1" target="_blank">Naga_101399g1</a>			
Naga_104160g1	<a href="http://www.nannochloropsis.org/gene/Naga_104160g1" target="_blank">Naga_104160g1</a>			
Naga_101494g1	<a href="http://www.nannochloropsis.org/gene/Naga_101494g1" target="_blank">Naga_101494g1</a>			
Naga_100869g1	<a href="http://www.nannochloropsis.org/gene/Naga_100869g1" target="_blank">Naga_100869g1</a>			
Naga_102678g1	<a href="http://www.nannochloropsis.org/gene/Naga_102678g1" target="_blank">Naga_102678g1</a>			
Naga_101812g2	<a href="http://www.nannochloropsis.org/gene/Naga_101812g2" target="_blank">Naga_101812g2</a>			
Naga_101190g1	<a href="http://www.nannochloropsis.org/gene/Naga_101190g1" target="_blank">Naga_101190g1</a>			
Naga_101190g4	<a href="http://www.nannochloropsis.org/gene/Naga_101190g4" target="_blank">Naga_101190g4</a>			
Naga_101383g1	<a href="http://www.nannochloropsis.org/gene/Naga_101383g1" target="_blank">Naga_101383g1</a>			
Naga_100822g1	<a href="http://www.nannochloropsis.org/gene/Naga_100822g1" target="_blank">Naga_100822g1</a>			
Naga_100895g1	<a href="http://www.nannochloropsis.org/gene/Naga_100895g1" target="_blank">Naga_100895g1</a>			
Naga_100895g4	<a href="http://www.nannochloropsis.org/gene/Naga_100895g4" target="_blank">Naga_100895g4</a>			
Naga_100675g2	<a href="http://www.nannochloropsis.org/gene/Naga_100675g2" target="_blank">Naga_100675g2</a>			
Naga_100675g1	<a href="http://www.nannochloropsis.org/gene/Naga_100675g1" target="_blank">Naga_100675g1</a>			
Naga_102619g1	<a href="http://www.nannochloropsis.org/gene/Naga_102619g1" target="_blank">Naga_102619g1</a>			
Naga_102723g1	<a href="http://www.nannochloropsis.org/gene/Naga_102723g1" target="_blank">Naga_102723g1</a>			
Naga_100494g1	<a href="http://www.nannochloropsis.org/gene/Naga_100494g1" target="_blank">Naga_100494g1</a>			
Naga_100494g3	<a href="http://www.nannochloropsis.org/gene/Naga_100494g3" target="_blank">Naga_100494g3</a>			
Naga_100269g3	<a href="http://www.nannochloropsis.org/gene/Naga_100269g3" target="_blank">Naga_100269g3</a>			
Naga_100095g1	<a href="http://www.nannochloropsis.org/gene/Naga_100095g1" target="_blank">Naga_100095g1</a>			
Naga_100095g2	<a href="http://www.nannochloropsis.org/gene/Naga_100095g2" target="_blank">Naga_100095g2</a>			
Naga_100095g4	<a href="http://www.nannochloropsis.org/gene/Naga_100095g4" target="_blank">Naga_100095g4</a>			
Naga_100095g7	<a href="http://www.nannochloropsis.org/gene/Naga_100095g7" target="_blank">Naga_100095g7</a>			
Naga_100095g8	<a href="http://www.nannochloropsis.org/gene/Naga_100095g8" target="_blank">Naga_100095g8</a>			
Naga_100095g9	<a href="http://www.nannochloropsis.org/gene/Naga_100095g9" target="_blank">Naga_100095g9</a>			
Naga_100095g12	<a href="http://www.nannochloropsis.org/gene/Naga_100095g12" target="_blank">Naga_100095g12</a>			
Naga_100095g14	<a href="http://www.nannochloropsis.org/gene/Naga_100095g14" target="_blank">Naga_100095g14</a>			
Naga_100095g16	<a href="http://www.nannochloropsis.org/gene/Naga_100095g16" target="_blank">Naga_100095g16</a>			
Naga_102699g1	<a href="http://www.nannochloropsis.org/gene/Naga_102699g1" target="_blank">Naga_102699g1</a>			
Naga_103328g1	<a href="http://www.nannochloropsis.org/gene/Naga_103328g1" target="_blank">Naga_103328g1</a>			
Naga_100133g1	<a href="http://www.nannochloropsis.org/gene/Naga_100133g1" target="_blank">Naga_100133g1</a>			
Naga_100133g2	<a href="http://www.nannochloropsis.org/gene/Naga_100133g2" target="_blank">Naga_100133g2</a>			
Naga_100133g3	<a href="http://www.nannochloropsis.org/gene/Naga_100133g3" target="_blank">Naga_100133g3</a>			
Naga_100133g5	<a href="http://www.nannochloropsis.org/gene/Naga_100133g5" target="_blank">Naga_100133g5</a>			
Naga_100133g6	<a href="http://www.nannochloropsis.org/gene/Naga_100133g6" target="_blank">Naga_100133g6</a>			
Naga_100133g8	<a href="http://www.nannochloropsis.org/gene/Naga_100133g8" target="_blank">Naga_100133g8</a>			
Naga_100133g9	<a href="http://www.nannochloropsis.org/gene/Naga_100133g9" target="_blank">Naga_100133g9</a>			
Naga_100133g10	<a href="http://www.nannochloropsis.org/gene/Naga_100133g10" target="_blank">Naga_100133g10</a>			
Naga_100133g13	<a href="http://www.nannochloropsis.org/gene/Naga_100133g13" target="_blank">Naga_100133g13</a>			
Naga_100133g15	<a href="http://www.nannochloropsis.org/gene/Naga_100133g15" target="_blank">Naga_100133g15</a>			
Naga_100133g16	<a href="http://www.nannochloropsis.org/gene/Naga_100133g16" target="_blank">Naga_100133g16</a>			
Naga_100133g17	<a href="http://www.nannochloropsis.org/gene/Naga_100133g17" target="_blank">Naga_100133g17</a>			
Naga_100133g19	<a href="http://www.nannochloropsis.org/gene/Naga_100133g19" target="_blank">Naga_100133g19</a>			
Naga_100133g20	<a href="http://www.nannochloropsis.org/gene/Naga_100133g20" target="_blank">Naga_100133g20</a>			
Naga_100402g7	<a href="http://www.nannochloropsis.org/gene/Naga_100402g7" target="_blank">Naga_100402g7</a>			
Naga_100402g3	<a href="http://www.nannochloropsis.org/gene/Naga_100402g3" target="_blank">Naga_100402g3</a>			
Naga_100402g2	<a href="http://www.nannochloropsis.org/gene/Naga_100402g2" target="_blank">Naga_100402g2</a>			
Naga_100199g10	<a href="http://www.nannochloropsis.org/gene/Naga_100199g10" target="_blank">Naga_100199g10</a>			
Naga_100199g7	<a href="http://www.nannochloropsis.org/gene/Naga_100199g7" target="_blank">Naga_100199g7</a>			
Naga_100199g4	<a href="http://www.nannochloropsis.org/gene/Naga_100199g4" target="_blank">Naga_100199g4</a>			
Naga_100002g171	<a href="http://www.nannochloropsis.org/gene/Naga_100002g171" target="_blank">Naga_100002g171</a>			
Naga_100002g170	<a href="http://www.nannochloropsis.org/gene/Naga_100002g170" target="_blank">Naga_100002g170</a>			
Naga_100002g167	<a href="http://www.nannochloropsis.org/gene/Naga_100002g167" target="_blank">Naga_100002g167</a>			
Naga_100002g166	<a href="http://www.nannochloropsis.org/gene/Naga_100002g166" target="_blank">Naga_100002g166</a>			
Naga_100002g161	<a href="http://www.nannochloropsis.org/gene/Naga_100002g161" target="_blank">Naga_100002g161</a>			
Naga_100002g156	<a href="http://www.nannochloropsis.org/gene/Naga_100002g156" target="_blank">Naga_100002g156</a>			
Naga_100002g155	<a href="http://www.nannochloropsis.org/gene/Naga_100002g155" target="_blank">Naga_100002g155</a>			
Naga_100002g154	<a href="http://www.nannochloropsis.org/gene/Naga_100002g154" target="_blank">Naga_100002g154</a>			
Naga_100002g143	<a href="http://www.nannochloropsis.org/gene/Naga_100002g143" target="_blank">Naga_100002g143</a>			
Naga_100002g138	<a href="http://www.nannochloropsis.org/gene/Naga_100002g138" target="_blank">Naga_100002g138</a>			
Naga_100002g134	<a href="http://www.nannochloropsis.org/gene/Naga_100002g134" target="_blank">Naga_100002g134</a>			
Naga_100002g132	<a href="http://www.nannochloropsis.org/gene/Naga_100002g132" target="_blank">Naga_100002g132</a>			
Naga_100002g131	<a href="http://www.nannochloropsis.org/gene/Naga_100002g131" target="_blank">Naga_100002g131</a>			
Naga_100002g125	<a href="http://www.nannochloropsis.org/gene/Naga_100002g125" target="_blank">Naga_100002g125</a>			
Naga_100002g124	<a href="http://www.nannochloropsis.org/gene/Naga_100002g124" target="_blank">Naga_100002g124</a>			
Naga_100002g120	<a href="http://www.nannochloropsis.org/gene/Naga_100002g120" target="_blank">Naga_100002g120</a>			
Naga_100002g119	<a href="http://www.nannochloropsis.org/gene/Naga_100002g119" target="_blank">Naga_100002g119</a>			
Naga_100002g118	<a href="http://www.nannochloropsis.org/gene/Naga_100002g118" target="_blank">Naga_100002g118</a>			
Naga_100002g116	<a href="http://www.nannochloropsis.org/gene/Naga_100002g116" target="_blank">Naga_100002g116</a>			
Naga_100002g115	<a href="http://www.nannochloropsis.org/gene/Naga_100002g115" target="_blank">Naga_100002g115</a>			
Naga_100002g107	<a href="http://www.nannochloropsis.org/gene/Naga_100002g107" target="_blank">Naga_100002g107</a>			
Naga_100002g106	<a href="http://www.nannochloropsis.org/gene/Naga_100002g106" target="_blank">Naga_100002g106</a>			
Naga_100002g104	<a href="http://www.nannochloropsis.org/gene/Naga_100002g104" target="_blank">Naga_100002g104</a>			
Naga_100002g103	<a href="http://www.nannochloropsis.org/gene/Naga_100002g103" target="_blank">Naga_100002g103</a>			
Naga_100002g99	<a href="http://www.nannochloropsis.org/gene/Naga_100002g99" target="_blank">Naga_100002g99</a>			
Naga_100002g97	<a href="http://www.nannochloropsis.org/gene/Naga_100002g97" target="_blank">Naga_100002g97</a>			
Naga_100002g95	<a href="http://www.nannochloropsis.org/gene/Naga_100002g95" target="_blank">Naga_100002g95</a>			
Naga_100002g93	<a href="http://www.nannochloropsis.org/gene/Naga_100002g93" target="_blank">Naga_100002g93</a>			
