Cre01.g000050.t1.1	RWP14
Cre16.g680342.t1.1	FAP110
Cre16.g680500.t1.1	EFH10
Cre16.g680678.t1.1	TRZ2
Cre16.g680800.t1.2	CGL155
Cre16.g680850.t1.1	MDA1	OPR103
Cre16.g680900.t1.2	RPB1
Cre16.g681301.t1.1	MOT12
Cre16.g681353.t1.1	CSB61
Cre16.g681450.t1.2	ANK6
Cre16.g681550.t1.1	CSV13
Cre16.g681578.t1.1	APC8
Cre16.g681600.t1.1	CSV14
Cre16.g681700.t1.1	NUOS4B
Cre16.g681700.t2.1	NUOS4B
Cre16.g681700.t3.1	NUOS4B
Cre16.g681750.t1.1	FAP381
Cre16.g681750.t2.1	FAP381
Cre16.g681900.t1.2	SECY1
Cre16.g682100.t1.2	TDR1
Cre16.g682300.t1.2	RPS26
Cre16.g682369.t1.1	CTP1
Cre16.g682725.t1.1	GST2
Cre16.g682900.t1.2	CLPR2
Cre16.g682900.t2.1	CLPR2
Cre16.g682950.t1.1	RAD9
Cre16.g683050.t1.1	RNJ1
Cre16.g683259.t1.1	MCP29
Cre16.g683350.t1.2	TEH6
Cre16.g683371.t1.1	ODC2
Cre16.g683450.t1.2	AGP2
Cre16.g683483.t1.1	REX1
Cre16.g683500.t1.2	HEL64
Cre16.g683595.t1.1	CAX4
Cre16.g683750.t1.2	CGL67
Cre16.g683850.t1.1	GDP1
Cre16.g683900.t1.1	GDP2
Cre16.g683950.t1.2	SRP1
Cre16.g684300.t1.2	YGG3
Cre16.g684500.t1.2	CSB62
Cre16.g684600.t1.2	SEC5
Cre16.g684715.t1.1	DCL2
Cre16.g685050.t1.1	LCI15
Cre16.g685250.t1.2	SUB11
Cre16.g685277.t1.1	AP2M2
Cre16.g685450.t1.1	DHC8
Cre16.g685550.t1.2	OASTL4
Cre16.g685573.t1.1	FAP214
Cre16.g685650.t1.1	GLR1
Cre16.g685900.t1.2	PRMT3
Cre16.g686750.t1.2	PTA3
Cre16.g686800.t1.2	PTA2
Cre16.g686850.t1.2	PTA4
Cre16.g686950.t1.2	CTF18
Cre16.g687300.t1.2	CPLD61
Cre16.g687450.t1.2	CPLD54
Cre16.g687500.t1.1	ARP2
Cre16.g687550.t1.1	CGL99
Cre16.g687650.t1.1	ANK20
Cre16.g687800.t1.1	PTK22
Cre16.g687854.t1.1	FAP5
Cre16.g687900.t1.2	LHCA7
Cre16.g687950.t1.2	ETF1	ETFA1
Cre16.g687966.t1.1	FAP5
Cre16.g688000.t1.1	MCP2
Cre16.g688450.t1.2	CFAP298	DAB2
Cre16.g688550.t1.2	GSTS1
Cre16.g688638.t1.1	CYG33
Cre16.g688650.t1.2	MOT43
Cre16.g688850.t1.1	HPT2
Cre16.g688900.t1.1	CYG68
Cre16.g689100.t1.1	PUS6
Cre16.g689150.t1.2	SQD3
Cre16.g689250.t1.1	GTR23
Cre16.g689550.t1.1	PTK8
Cre16.g689600.t1.2	FAP73
Cre16.g689647.t1.1	AGO3
Cre16.g689650.t1.2	ATG8
Cre16.g690000.t1.2	CGL147	HPAT2
Cre16.g690050.t1.2	HCS2
Cre16.g690100.t1.2	FAP213
Cre16.g690150.t1.2	ALG6
Cre16.g690200.t1.2	OXA1
Cre16.g690250.t1.2	PUS18
Cre16.g690350.t1.1	SNR6
Cre16.g690400.t1.1	DNJ5
Cre16.g690450.t1.1	FAP266
Cre16.g690500.t1.2	NHP2
Cre16.g690879.t1.1	FAP173
Cre16.g690900.t1.2	RBL8
Cre16.g691000.t1.2	EFP1
Cre16.g691439.t1.2	CSB63
Cre16.g691440.t1.1	FAP43
Cre16.g691552.t1.1	NDA1
Cre16.g691750.t1.2	AMI1
Cre16.g691800.t1.1	FLVB
Cre16.g691850.t1.2	COX90
Cre16.g691900.t1.2	PUS19
Cre16.g692004.t1.1	DNJ21
Cre16.g692050.t1.1	SYP3
Cre16.g692200.t1.1	MMP6
Cre16.g692550.t1.1	MSH4
Cre16.g692600.t1.1	ULP2
Cre16.g692600.t2.1	ULP2
Cre16.g692650.t1.2	CGL4
Cre16.g692751.t1.1	PDI3
Cre16.g693204.t1.1	FAP348
Cre16.g693450.t1.1	FAP40
Cre16.g693500.t1.1	FAP40
Cre16.g693600.t1.2	FAP137
Cre16.g693600.t2.1	FAP137
Cre16.g693601.t1.1	ISG2
Cre16.g693700.t1.2	UBC9
Cre16.g693819.t1.2	PWR12
Cre16.g693900.t1.1	PWR13
Cre16.g693950.t1.1	GOX20
Cre16.g694200.t1.1	MMP15
Cre16.g694203.t1.1	PWR14
Cre16.g694400.t1.2	TGD2
Cre16.g694450.t1.2	DNJ36
Cre16.g694500.t1.1	DNJ37
Cre16.g694500.t2.1	DNJ37
Cre16.g694850.t1.2	NGS1
Cre16.g695050.t1.2	HCD1
Cre16.g695450.t1.1	UAF4
Cre16.g695450.t2.1	UAF4
Cre16.g695450.t3.1	UAF4
Cre16.g695600.t1.2	DNJ10
Cre16.g695950.t1.2	MFL1
Cre17.g696400.t1.1	CLPS1
Cre17.g696500.t1.1	PHC19
Cre17.g696600.t1.1	FMR1
Cre17.g696700.t1.2	PHC22
Cre17.g697300.t1.1	CEP16
Cre17.g697950.t1.1	AAA3
Cre17.g698000.t1.2	ATP2
Cre17.g698150.t1.1	CYCR4
Cre17.g698365.t1.1	FAP172
Cre17.g698400.t1.2	LCI31
Cre17.g698600.t1.1	LIP3
Cre17.g698650.t1.1	GTP1
Cre17.g698750.t1.2	OPR104
Cre17.g698850.t1.1	ISA2
Cre17.g699000.t1.2	PAT1
Cre17.g699000.t2.1	PAT1
Cre17.g699100.t1.1	TGL20
Cre17.g699500.t1.2	TTLL9
Cre17.g699600.t1.2	SBP2
Cre17.g699750.t1.1	CTL2
Cre17.g699800.t1.1	PHC67
Cre17.g699850.t1.2	GDP3
Cre17.g700133.t1.1	WNK1
Cre17.g700300.t1.1	CGL22
Cre17.g700950.t1.2	FDX5
Cre17.g701100.t1.2	CPK8
Cre17.g701200.t1.2	RPL14
Cre17.g701200.t2.1	RPL14
Cre17.g701250.t1.2	FAP59
Cre17.g701500.t1.2	DNJ1
Cre17.g701650.t1.2	RPL27
Cre17.g701700.t1.2	FAB2
Cre17.g701700.t2.1	FAB2
Cre17.g702150.t1.2	CCS5
Cre17.g702200.t1.2	ANK29
Cre17.g702400.t1.2	PUS5
Cre17.g702500.t1.2	TAB2
Cre17.g702600.t1.1	PTK5
Cre17.g702850.t1.1	CAV5
Cre17.g703176.t1.1	MSD5
Cre17.g703600.t1.2	OFD1
Cre17.g703600.t2.1	OFD1
Cre17.g703700.t1.1	SCLB1
Cre17.g703800.t1.1	DUR3C	DUR32
Cre17.g703850.t1.2	DCC1
Cre17.g703900.t1.2	IFT172
Cre17.g704150.t1.1	GDP5
Cre17.g704300.t1.1	FAP47
Cre17.g704550.t1.2	HRF1
Cre17.g705000.t1.2	FAP223
Cre17.g705050.t1.2	LIC1
Cre17.g705300.t1.2	PHC68
Cre17.g705300.t2.1	PHC68
Cre17.g705316.t1.2	CSB64
Cre17.g705350.t1.1	CDPKK2
Cre17.g705400.t1.2	POA1
Cre17.g705450.t1.2	LCI26
Cre17.g705500.t1.1	PHC23
Cre17.g705700.t1.2	GGK1
Cre17.g705778.t1.1	PROB2
Cre17.g705850.t1.2	GGK2
Cre17.g706050.t1.1	SRR17
Cre17.g706050.t2.1	SRR17
Cre17.g706050.t3.1	SRR17
Cre17.g706300.t1.1	XPD1
Cre17.g706450.t1.1	LIC3
Cre17.g706650.t1.2	VPS22
Cre17.g706900.t1.2	CNG3
Cre17.g707050.t1.2	UAF5
Cre17.g707200.t1.1	LIC2
Cre17.g707250.t1.2	MFT29
Cre17.g707300.t1.2	PGA3
Cre17.g707700.t1.2	NRAMP1
Cre17.g707950.t1.2	HEP2
Cre17.g708000.t1.1	FAP260
Cre17.g708150.t1.2	HTR26
Cre17.g708200.t1.2	HFO26
Cre17.g708250.t1.2	ARL8
Cre17.g708250.t2.1	ARL8
Cre17.g708300.t1.2	RPN12
Cre17.g708400.t1.2	SUB12
Cre17.g708450.t1.1	MMP33
Cre17.g708550.t1.2	HTA27
Cre17.g708600.t1.2	HTB27
Cre17.g708650.t1.2	HFO27
Cre17.g708700.t1.2	HTR27
Cre17.g708750.t1.2	NSG1
Cre17.g708800.t1.1	GSH2
Cre17.g709050.t1.2	HTR28
Cre17.g709100.t1.2	HFO28
Cre17.g709150.t1.2	HTB28
Cre17.g709200.t1.2	HTA28
Cre17.g709350.t1.2	SYP5
Cre17.g709800.t1.2	RLS1
Cre17.g709850.t1.2	ACK2
Cre17.g710150.t1.2	RPT4
Cre17.g710200.t1.1	IAD1
Cre17.g710200.t2.1	IAD1
Cre17.g710300.t1.1	PHC31
Cre17.g710400.t1.2	HTA29
Cre17.g710450.t1.2	HTB29
Cre17.g710500.t1.2	HTR29
Cre17.g710550.t1.2	HFO29
Cre17.g710650.t1.1	PTK21
Cre17.g710800.t1.2	NFU3
Cre17.g710800.t2.1	NFU3
Cre17.g711150.t1.2	FAD2
Cre17.g711250.t1.2	MIP2
Cre17.g711450.t1.1	SYP8
Cre17.g711550.t1.1	CYCR2
Cre17.g711650.t1.2	NUDC1
Cre17.g711700.t1.2	HTA30
Cre17.g711750.t1.2	HTB30
Cre17.g711800.t1.2	HFO30
Cre17.g711850.t1.2	HTR30
Cre17.g711950.t1.2	PFP1
Cre17.g711950.t2.1	PFP1
Cre17.g712000.t1.1	SRS11
Cre17.g712100.t1.2	MDAR1
Cre17.g712350.t1.1	CPLD6
Cre17.g712850.t1.1	TRX23
Cre17.g713025.t1.1	DNJ33
Cre17.g713025.t2.1	DNJ33
Cre17.g713200.t1.1	OMT2
Cre17.g713350.t1.2	OMT1
Cre17.g713400.t1.2	HTA31
Cre17.g713450.t1.2	HTB31
Cre17.g713500.t1.2	HFO31
Cre17.g713550.t1.2	HTR31
Cre17.g713600.t1.1	SUB13
Cre17.g713650.t1.1	MSH5
Cre17.g713700.t1.1	IAD2
Cre17.g713850.t1.1	SAT2
Cre17.g713900.t1.2	LST8
Cre17.g713950.t1.2	HTR32
Cre17.g714000.t1.2	HFO32
Cre17.g714050.t1.2	HTB32
Cre17.g714100.t1.2	HTA32
Cre17.g714150.t1.1	KUP1
Cre17.g714200.t1.1	KUP2
Cre17.g714250.t1.2	DLX2
Cre17.g714450.t1.2	KUP3
Cre17.g714500.t1.2	HTA33
Cre17.g714550.t1.2	HTB33
Cre17.g714600.t1.2	HFO33
Cre17.g714650.t1.2	HTR33
Cre17.g714800.t1.2	ISG6
Cre17.g714900.t1.2	CGL11
Cre17.g715000.t1.2	HSP33
Cre17.g715050.t1.2	RAB28
Cre17.g715250.t1.2	BCC1
Cre17.g715300.t1.2	PKD2
Cre17.g715700.t1.2	VTC3	PP2C5
Cre17.g715750.t1.2	SEC13
Cre17.g716101.t1.1	POLL1
Cre17.g716150.t1.1	SUM4
Cre17.g716200.t1.2	SUM6
Cre17.g716251.t1.1	SUM5
Cre17.g716301.t1.1	SUM7
Cre17.g716800.t1.2	XUV7
Cre17.g717150.t1.2	FAP263
Cre17.g717350.t1.2	TRI1
Cre17.g717750.t1.2	TRX24
Cre17.g717850.t1.1	PHC8
Cre17.g717900.t1.2	PHC1
Cre17.g717950.t1.2	PHC28
Cre17.g717950.t2.1	PHC28
Cre17.g718000.t1.1	PHC7
Cre17.g718350.t1.2	SRP2
Cre17.g718450.t1.1	MMP2
Cre17.g718500.t1.1	MMP1
Cre17.g718750.t1.2	FAP309
Cre17.g718850.t1.1	RFA1
Cre17.g718900.t1.2	FAP88
Cre17.g718950.t1.2	RCA2
Cre17.g719000.t1.2	UAP56
Cre17.g719100.t1.2	ZYS1B
Cre17.g719200.t1.2	ZYS1A
Cre17.g719325.t1.1	MAW5
Cre17.g719500.t1.1	AOF9
Cre17.g719600.t1.2	FAP338
Cre17.g719900.t1.2	PWD1
Cre17.g720000.t1.1	CCT9
Cre17.g720050.t1.2	FTSH2
Cre17.g720250.t1.2	LHCB4
Cre17.g720350.t1.1	MINE1
Cre17.g720400.t1.1	HMA1
Cre17.g720600.t1.1	CAV1
Cre17.g720700.t1.1	ANK14
Cre17.g720700.t2.1	ANK14
Cre17.g720750.t1.2	TRF4
Cre17.g721250.t1.2	IFT38	FAP22
Cre17.g721300.t1.2	ASA5
Cre17.g721450.t1.1	NSS4
Cre17.g721500.t1.2	STA2
Cre17.g721700.t1.2	CPLD44
Cre17.g721750.t1.1	ELG9
Cre17.g721850.t1.2	SSA16
Cre17.g721900.t1.2	COG5
Cre17.g722000.t1.1	MFT30
Cre17.g722100.t1.1	SSA3
Cre17.g722100.t2.1	SSA3
Cre17.g722100.t3.1	SSA3
Cre17.g722150.t1.2	PKS3
Cre17.g722200.t1.2	MRPL11
Cre17.g722350.t1.2	RABL2
Cre17.g722400.t1.2	MOT25
Cre17.g722800.t1.2	MPPA1
Cre17.g723150.t1.1	ERO1
Cre17.g723200.t1.2	FAP372
Cre17.g723250.t1.2	CPE1
Cre17.g723350.t1.2	SULTR2
Cre17.g723450.t1.1	FAP13
Cre17.g723450.t2.1	FAP13
Cre17.g723550.t1.2	CPLD4
Cre17.g723600.t1.2	IFT81
Cre17.g723650.t1.2	ATO1
Cre17.g723900.t1.2	FAP131
Cre17.g723950.t1.1	FAP397
Cre17.g724150.t1.1	DRP3
Cre17.g724200.t1.2	LAL1
Cre17.g724300.t1.2	PSAK
Cre17.g724350.t1.2	POA5
Cre17.g724400.t1.2	FAP257
Cre17.g724550.t1.2	DIP13
Cre17.g724600.t1.2	PAO2
Cre17.g724600.t2.1	PAO2
Cre17.g725050.t1.2	UBL5
Cre17.g725050.t2.1	UBL5
Cre17.g725350.t1.1	GLC2B
Cre17.g725350.t2.1	GLC2B
Cre17.g725550.t1.2	GLD1
Cre17.g725950.t1.1	CSR13
Cre17.g725950.t2.1	CSR13
Cre17.g726000.t1.2	PAP3
Cre17.g726100.t1.2	PAP3
Cre17.g726250.t1.2	ATP12
Cre17.g726300.t1.1	MRPS14
Cre17.g726500.t1.2	ORC4
Cre17.g726650.t1.2	CGL96
Cre17.g726750.t1.2	SHKA1
Cre17.g727300.t1.2	NFO2
Cre17.g727350.t1.2	MRPL23
Cre17.g727400.t1.1	HRP8
Cre17.g727650.t1.1	ATM2
Cre17.g727700.t1.1	HEL65
Cre17.g727950.t1.1	RPN2
Cre17.g728150.t1.2	YKT6
Cre17.g728300.t1.1	FAP226
Cre17.g728650.t1.1	FAP196
Cre17.g728800.t1.2	IDH1
Cre17.g728864.t1.2	OPR105
Cre17.g728900.t1.2	TAL3
Cre17.g728950.t1.1	RFD2
Cre17.g729101.t1.1	PHC37
Cre17.g729250.t1.1	UPF2
Cre17.g729450.t1.2	CLV2
Cre17.g729650.t1.2	MPA15
Cre17.g729700.t1.2	CGL133
Cre17.g729800.t1.2	ALB3.2
Cre17.g729850.t1.2	FAP227	C1A-18
Cre17.g729950.t1.2	SRX2
Cre17.g730100.t1.1	RSEP1
Cre17.g730200.t1.2	PEX7
Cre17.g730950.t1.2	FLA10
Cre17.g731100.t1.2	CPL14
Cre17.g731250.t1.2	MRPS15
Cre17.g731500.t1.2	FAP394
Cre17.g731700.t1.1	FMO2
Cre17.g731750.t1.1	CYP740A1
Cre17.g731950.t1.2	ATP9B
Cre17.g732000.t1.1	ATP9A
Cre17.g732050.t1.2	AGE3
Cre17.g732050.t2.1	AGE3
Cre17.g732100.t1.2	SSA4
Cre17.g732150.t1.2	FAP130
Cre17.g732300.t1.2	GAL1
Cre17.g732350.t1.1	GOX4
Cre17.g732350.t2.1	GOX4
Cre17.g732600.t1.2	GOX5
Cre17.g732700.t1.2	CUTC1
Cre17.g732850.t1.2	SCO1
Cre17.g733150.t1.1	COP10
Cre17.g733150.t2.1	COP10
Cre17.g733200.t1.1	SRR4
Cre17.g733250.t1.2	FKB16-4
Cre17.g733650.t1.1	BIOF1	BIO3
Cre17.g733950.t1.2	CGL152
Cre17.g734200.t1.2	DPA1
Cre17.g734400.t1.1	CUL3
Cre17.g734450.t1.2	PRPL19
Cre17.g734500.t1.2	ATPVE
Cre17.g734516.t1.1	RPN9
Cre17.g734564.t1.1	MDH1
Cre17.g734612.t1.1	MRP2
Cre17.g734644.t1.1	SQE1
Cre17.g735200.t1.2	KIN1-2
Cre17.g735283.t1.1	CYN15
Cre17.g735283.t2.1	CYN15
Cre17.g735350.t1.1	FAP164
Cre17.g735400.t1.2	VPS2B
Cre17.g735450.t1.1	SUB14
Cre17.g735600.t1.2	TGL21
Cre17.g735750.t1.2	EFH11
Cre17.g736100.t1.1	CEP17
Cre17.g736150.t1.1	POL1-2
Cre17.g736400.t1.1	SCC3
Cre17.g737100.t1.2	FAP127
Cre17.g737250.t1.2	EFG5
Cre17.g737650.t1.1	SOM6
Cre17.g738000.t1.1	AGG2
Cre17.g738000.t2.1	AGG2
Cre17.g738000.t3.1	AGG2
Cre17.g738000.t4.1	AGG2
Cre17.g738050.t1.2	AGG4
Cre17.g738150.t1.1	ERM10
Cre17.g738300.t1.2	RPP1
Cre17.g738350.t1.2	PGA5
Cre17.g738600.t1.1	RLS5
Cre17.g739150.t1.2	CTPA5	TSP5
Cre17.g739201.t1.1	FAP293
Cre17.g739250.t1.1	FAP402
Cre17.g739450.t1.1	DRT1
Cre17.g739550.t1.1	CPLD12
Cre17.g739650.t1.2	MFT1
Cre17.g739800.t1.1	OPR106	NCL35
Cre17.g739850.t1.2	MOT47
Cre17.g740187.t1.1	FAP390
Cre17.g740261.t1.1	FAP365
Cre17.g740510.t1.1	CDC27
Cre17.g740600.t1.2	MOT50
Cre17.g740600.t2.1	MOT50
Cre17.g740700.t1.2	FAP336
Cre17.g740950.t1.2	ELIP6
Cre17.g741050.t1.1	COV1
Cre17.g741200.t1.2	EBP1
Cre17.g741250.t1.1	PHR6
Cre17.g741350.t1.2	KIN7-4
Cre17.g741450.t1.2	CPN60B1
Cre17.g741500.t1.1	KIL7
Cre17.g741700.t1.1	KIL22
Cre17.g741850.t1.2	HNR1
Cre17.g741950.t1.1	BBS1
Cre17.g742000.t1.2	MOT8
Cre17.g742250.t1.1	CDKG2
Cre17.g742300.t1.1	FAP179
Cre17.g742400.t1.1	PTK17
Cre17.g742700.t1.1	CGLD30
Cre17.g742700.t2.1	CGLD30
Cre17.g743797.t1.1	FMO8
Cre17.g743897.t1.1	PRX7
Cre17.g744847.t1.1	SEC6
Cre17.g745447.t1.1	MAPK4
Cre17.g746347.t1.1	UNG1
Cre17.g746347.t2.1	UNG1
Cre17.g746647.t1.1	PUF2
Cre17.g746647.t2.1	PUF2
Cre17.g746697.t1.1	FAP249
Cre17.g746997.t1.1	ADH1
Cre17.g747247.t1.1	FAP2
Cre17.g747297.t1.1	FAP37
Cre17.g747797.t1.1	MCP30
Cre17.g747797.t2.1	MCP30
Cre18.g748397.t1.1	CGL143
Cre18.g748447.t1.1	NFU1
Cre18.g749447.t1.1	AHD1
Cre18.g749447.t2.1	AHD1
Cre18.g749697.t1.1	FUT11
Cre18.g749747.t1.1	FAP281
Cre18.g749797.t1.1	FAP281
Cre18.g749797.t2.1	FAP281
Cre18.g749847.t1.1	DLD1
Cre18.g749847.t2.1	DLD1
Cre18.g749947.t1.1	FAP21
Cre18.g750047.t1.1	FMG1
Cre19.g750497.t1.1	NCL36
Cre19.g750547.t1.1	NDA2
Cre19.g750547.t2.1	NDA2
Cre19.g750547.t3.1	NDA2
Cre19.g750547.t4.1	NDA2
Cre19.g750697.t1.1	NCL37
Cre19.g750747.t1.1	NCL38
Cre24.g755197.t1.1	RBD3
Cre24.g755997.t1.1	FAP150
Cre26.g757047.t1.1	FAP368
Cre31.g758447.t1.1	CSU8
Cre33.g758947.t1.1	CSR11
Cre35.g759247.t1.1	SRR5
Cre46.g760997.t1.1	FAP389
Cre49.g761347.t1.1	FAP360
